Gene	High.2838c3.rep1.RNAseq.mm10.featureCounts.gene.txt	High_6499c4.rep2.RNAseq.mm10.featureCounts.gene.txt	High_6555c3.rep5.RNAseq.mm10.featureCounts.gene.txt	High_6556c4.rep7.RNAseq.mm10.featureCounts.gene.txt	High_6620c1.rep3.RNAseq.mm10.featureCounts.gene.txt	Low.6694c2.rep3.RNAseq.mm10.featureCounts.gene.txt	Low_2699c4.rep8.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep5.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep6.RNAseq.mm10.featureCounts.gene.txt	Low_6694c2.rep7.RNAseq.mm10.featureCounts.gene.txt
Mogs	4722	2115	2844	1799	3151	6736	811	5162	4189	5423
P2ry4	30	14	16	4	50	8	2	4	0	0
Fam3b	72	62	41	81	79	31	83	115	32	8
Pth	0	0	0	0	0	0	0	0	0	0
Zbtb22	3552	1966	2256	1549	2609	3621	455	3040	3123	2735
Tk2	2750	1451	1933	1055	1985	3075	438	1961	1553	1594
Cftr	1973	1627	1546	1451	2718	1886	379	4340	3410	3030
Slc46a2	0	0	0	0	0	0	0	0	2	0
Fabp7	212	137	142	74	155	37	6	25	0	0
Ckb	1025	1029	1077	769	1911	569	93	957	289	277
Cxcl10	971	133	200	147	181	780	204	791	730	303
Kcna4	24	14	24	18	16	6	2	6	4	2
Tmsb4x	82487	51001	59023	36348	61660	189097	17726	144230	62223	97567
Wnt1	2	0	0	6	2	29	2	4	2	9
Plcg1	10930	5152	6407	3758	6829	13687	1174	5248	4785	7179
Cyp2e1	26359	20027	24309	13589	22758	6275	2007	3319	0	2
Il4	4	10	0	0	3	4	0	12	5	3
Kras	20828	6436	8345	4547	9238	21628	3912	15844	10796	19037
Sptbn2	2957	2006	2405	1317	2404	981	329	700	380	402
Tyms	3228	1532	1843	1061	1981	2643	516	3425	2299	2041
Evc	546	384	369	273	481	1676	102	275	34	1485
Dbil5	16	15	2	2	25	15	0	6	6	2
Grpel2	4491	2180	2890	1443	2816	4340	894	3390	2265	2471
Tlr4	3656	1746	1998	1188	2297	2993	459	6455	4194	2588
Rhox4b	0	0	0	0	0	0	0	0	0	0
Abhd1	17	37	43	16	42	21	5	17	9	20
Zfp112	317	135	165	108	203	231	34	184	173	115
Jmy	6724	2572	3194	1898	3372	8038	928	3692	3852	5056
Piwil1	0	0	0	0	0	0	0	0	0	0
Noc3l	5530	2034	2283	1138	2272	4457	722	3589	2937	3943
Dnajb7	81	21	30	32	67	40	15	73	66	46
Ntn4	4039	1785	1766	1229	2047	1939	315	1597	1465	917
Wdr4	4071	2462	2703	1539	2848	3682	632	3051	2332	2911
Cd200r1	376	232	340	170	424	272	15	572	98	66
Glp1r	155	84	118	77	160	100	8	151	36	100
Snrpb2	5031	2245	2747	1376	2614	6020	876	4329	3361	3457
Snrpa1	4964	1763	2020	1200	2325	5297	703	4375	4230	5058
Skiv2l	11287	6587	8114	4822	8224	10628	1428	7187	6281	7337
Cdon	1470	813	880	557	1079	1368	152	1049	799	944
Kcne4	382	305	354	170	263	88	34	319	16	2
Tesc	400	195	228	174	246	151	217	147	157	81
Hacd3	6166	3164	4376	2227	3667	6895	868	3744	2964	3575
Zfp318	3967	1949	2792	1656	2809	3944	429	2431	2262	2438
Gsdma	10	0	0	0	0	0	0	1	0	0
Tnfrsf13b	343	235	237	135	296	282	31	516	60	99
Chml	2510	1051	1683	750	1489	1157	386	1943	1795	1486
Slc26a3	70	116	102	147	83	2	0	1	0	0
Drg2	4582	2618	3009	1808	3348	5180	827	4118	2626	2506
Fmod	318	298	306	210	394	74	26	618	82	6
Pappa	413	233	294	153	454	119	10	126	12	5
Klf13	12051	6435	7956	4548	7760	20698	1652	8358	7208	12772
Tslp	2	10	26	8	24	42	4	30	12	12
Olfr1264	0	0	0	0	0	0	0	0	0	0
Chrna6	4	0	0	0	0	0	0	0	0	0
Asic5	2	12	2	1	2	0	14	0	0	2
Caln1	24	23	10	4	22	4	2	8	0	0
Rhbg	58	36	50	48	44	12	6	16	10	2
Klrc3	15	6	0	2	4	4	0	12	7	21
Tacr3	8	0	0	2	6	0	2	2	0	2
Cnot9	5417	2597	3707	2021	3498	6168	1069	6474	4529	3425
Rsad2	280	210	307	188	140	240	34	2194	478	115
Vstm2b	16	2	6	2	6	8	0	14	0	0
Ppp1r1a	54	36	73	32	70	26	8	45	0	0
Ap4m1	2504	1259	1597	956	1487	1973	477	1593	1308	1307
Hyou1	17970	9117	10913	6672	11299	19107	2289	13044	14197	16639
Pdcd1lg2	98	91	70	70	120	150	14	419	73	73
Zbtb32	184	88	83	55	152	149	114	57	37	203
Slc43a3	4852	3167	4067	2399	4202	1149	428	2242	213	70
Srrm3	6	2	0	0	0	10	0	2	1	6
Cst10	0	0	0	0	0	0	0	0	0	0
Trem3	29	17	66	22	64	22	12	95	10	0
Ush2a	0	0	0	0	0	0	0	1	0	1
Pard6b	4290	2587	3216	2075	3108	1734	448	1604	1224	892
Fam184b	20	6	0	2	11	6	2	17	3	9
Rnf8	630	401	386	245	501	663	68	379	334	378
Stk4	8220	3582	4299	2405	4786	8392	883	5862	3803	4251
Shank3	2765	1764	2005	1371	2321	1318	225	1289	467	371
Nectin1	1862	1111	1455	897	1313	1905	180	1592	1746	1273
Fam181b	84	32	48	31	22	4	6	4	4	0
Dexi	1070	665	837	555	919	1067	151	1011	573	482
Hs1bp3	2371	1349	1667	908	1460	2979	440	1859	1823	1791
Rilpl1	2961	1304	1791	874	1795	1696	214	865	577	1000
Nudt11	76	18	32	34	54	12	2	10	0	0
Nap1l5	56	32	48	22	37	21	8	23	4	6
Stx6	4158	2163	2613	1618	2447	5263	635	3634	2892	3017
Gpr180	2103	1180	1352	847	1602	2121	194	1843	954	1487
Slc35b4	4573	1986	2580	1422	2794	6052	672	3892	3006	4179
1700123O20Rik	3078	1406	1800	1154	1846	4108	384	3025	2243	2656
Chst11	2678	1446	1824	1100	2054	1105	214	3601	1304	384
Cep295nl	178	77	51	54	78	172	28	122	93	85
Ccl8	582	511	754	479	668	3141	80	2805	1190	950
Cts6	0	0	0	0	0	0	0	0	0	0
Trim54	2726	1877	2160	1431	2213	623	154	348	0	2
Crbn	7092	2806	3936	2028	4228	5954	1043	3998	3043	4510
Pmaip1	13431	4088	5296	2707	5655	8435	1447	9254	8541	6449
Kcnmb4	5	7	0	3	6	1	1	4	0	0
Pga5	14	6	20	4	0	0	0	6	2	8
Cdc42ep5	4263	2843	3312	1975	3161	3218	829	4328	2658	2103
Ces1g	30	47	38	28	44	8	2	4	0	0
Fzd1	8239	4578	5222	3592	6112	5505	594	3576	2286	3102
Fzd3	282	214	228	122	276	70	6	144	36	16
Isl1	14	5	16	8	14	0	0	0	0	0
Mknk2	27236	17409	20660	12342	21232	14497	3031	18120	11408	7799
Prps1	5294	2338	2830	1490	3002	4021	674	3298	3006	2651
Rnase4	22777	15574	20472	10749	19756	16443	2073	7828	1923	3284
Akr1a1	42378	25155	28933	18021	31326	53340	5683	44430	37193	39232
Adamdec1	419	260	252	196	288	324	37	779	144	18
Tulp1	16	7	7	6	25	11	0	17	6	9
Tdh	0	0	0	4	0	1	0	2	2	0
Rps6kb2	2645	1561	1782	1132	2027	2078	369	1434	1123	1424
Kcne1l	0	2	0	6	6	0	0	12	0	0
F12	5902	4384	5421	3175	5115	1374	454	744	0	0
Smpd3	16609	10040	11709	7494	11816	13871	3911	20798	19357	10235
Ap3b2	20	36	40	28	26	16	5	42	13	2
Arhgap23	5799	2566	3023	1877	3213	7797	696	3082	2734	5009
Nectin3	3335	802	890	500	1129	1355	484	1245	1002	899
Pole3	3167	1176	1437	952	1617	3509	245	3794	4313	2982
Wrap73	1136	620	817	553	936	1287	200	999	850	1142
Maea	21780	11768	14724	8382	14539	18308	2532	10999	8321	11082
Pias4	2940	1859	2123	1336	2096	2598	372	1920	1561	1649
Trappc2l	2250	996	1414	791	1297	1986	327	1675	1224	1216
Sh3rf1	14184	5554	6472	3934	6716	15250	1899	7540	8829	10911
Myoz1	106	106	112	100	190	56	2	35	4	6
Moxd1	1059	681	637	597	940	296	46	320	46	54
Rrs1	3823	1992	2230	1342	2430	4389	880	4113	3836	4102
Nup160	5945	2460	3225	1650	3246	5787	927	4840	3815	3644
Thap11	3516	1720	2029	1306	2278	3939	480	2416	1876	2702
Rab2a	20444	10485	13254	7305	14023	38945	2854	19444	16188	24716
Edf1	14715	6001	7073	4490	8004	10464	1616	7876	7936	9025
Med12	10707	5628	6410	4271	6831	11338	1262	6463	5712	6278
Huwe1	44838	22103	27121	16175	28246	44511	6838	27901	25674	28427
Nampt	14804	7464	8972	4644	9089	12303	2645	10556	6764	7792
Rcl1	5747	3377	4230	2469	4073	4270	887	4139	2994	3062
Psmd14	14436	4811	6267	3131	6557	11383	1862	7217	4689	6968
Chst12	2213	1230	1405	887	1625	1348	254	1615	1021	815
Ppp2r3c	2124	1280	1325	728	1373	2472	650	2204	1689	1579
Carm1	4981	2611	3092	1934	3413	7409	687	4393	3892	5269
Pxmp4	1914	1092	1327	865	1317	1382	232	889	534	434
Smu1	9858	5325	6033	3569	6454	12273	1455	10104	6888	7240
Stk25	14114	7688	9467	5745	10016	15467	2414	12646	11517	10837
Cope	16761	8682	10450	6147	11488	12622	1855	9011	7888	9551
Wsb2	16997	8784	11134	6616	11083	14664	2115	10118	7884	9789
Cryba2	0	0	0	0	0	0	0	0	0	0
Kcnk5	2326	1432	1906	1153	1745	836	173	1226	702	506
Naip7	6	0	0	0	1	6	1	6	5	1
Stard3	3948	2246	2751	1710	2743	5555	718	3885	3743	4551
C1galt1c1	3229	1540	1638	878	1910	2321	416	1836	1119	1312
Nsa2	15523	4718	5798	3280	6220	14868	2089	10009	9515	8729
Mettl9	10367	3330	4093	2233	4428	9611	1125	5833	5291	6076
Hgh1	1731	1044	1305	832	1358	1821	299	2071	1295	1340
Mrps30	3984	2235	2722	1605	2804	5108	910	4360	2380	2782
Bhlhe22	60	58	70	46	82	22	6	105	6	2
Tas2r140	0	0	0	0	0	0	0	0	0	0
Pcbp4	4613	2453	2871	1903	3203	3811	587	3182	2583	2579
Chrnd	4	2	0	0	0	8	0	0	0	0
Ncstn	13199	7828	9330	5995	9823	20774	2384	12669	11000	9225
Dctn5	3674	1992	2402	1503	2495	4465	516	3338	2095	2362
Slc18a3	0	0	0	0	0	0	0	0	0	0
Myg1	2884	1583	2015	1230	2048	3339	549	3270	2386	1808
Wbp11	8158	3633	4333	2877	4627	12347	1725	7041	6631	8117
Chst7	58	70	88	34	94	81	2	171	89	74
Ms4a4b	166	70	41	29	20	11	8	92	2	0
Cldn15	281	206	254	202	272	99	43	141	18	12
Donson	1586	715	1104	587	1002	1324	344	1786	1144	867
Sap30	4134	2130	2640	1583	2748	4327	705	2894	2295	3207
Trappc4	3745	1843	2337	1391	2270	6221	572	3661	3011	4370
Doc2g	2181	1201	1691	800	1721	1102	212	525	418	729
Pgap6	1459	1028	1210	992	1416	1155	363	1436	599	404
Eed	4041	1449	1904	1164	1940	3482	547	2927	2476	3022
Oca2	0	0	0	0	0	0	0	4	0	0
Pmel	63	39	24	14	60	43	17	33	20	33
Tmod1	754	474	698	435	676	698	38	134	19	240
Tub	26	0	4	2	28	8	0	8	0	4
Cenph	884	371	382	247	374	1121	167	915	981	862
Il21r	176	214	202	158	231	439	28	456	100	137
Qtrt1	2448	1196	1672	1115	1710	1790	311	1543	1470	1230
Syt9	28	4	32	22	4	4	2	18	2	0
Fads3	16760	9072	11735	6983	12080	17309	1983	17287	11794	11835
Npvf	0	0	0	0	0	0	0	0	0	0
Cd274	1536	755	787	463	875	1053	127	3479	555	330
Tsga8	0	0	0	0	0	0	0	0	0	0
Foxj2	5163	2946	3403	1974	3720	6065	627	2825	2124	3198
Tlx1	2	4	4	0	0	0	0	5	0	0
Mapk8ip2	0	4	6	10	4	0	0	0	2	0
Fxyd6	914	696	792	616	1052	214	58	583	92	2
Fxyd7	54	32	73	40	54	37	6	12	2	8
Map3k11	8078	3590	4484	2841	4903	8418	859	6776	5001	6675
Impg1	0	2	3	0	0	0	0	0	0	0
Trpv4	476	632	635	610	865	731	69	884	925	775
Niban1	8079	4256	5095	3196	5378	5849	1115	6474	7005	4908
Dusp10	2526	1269	1694	990	1559	3564	369	2105	1569	2353
Rbp7	122	59	68	86	85	30	13	80	12	3
Ube4b	10705	5127	6542	3763	7239	12529	1809	9181	9193	10836
Gmfb	12545	5401	6301	3508	7317	13525	1848	14318	10087	9700
Slc5a7	52	85	122	82	114	234	18	24	4	355
Sav1	12532	4637	5825	3374	6381	13825	2231	10017	8730	10190
Nrgn	62	49	95	47	107	20	3	45	12	2
Sv2a	158	51	113	54	86	115	20	66	98	57
Hapln2	9	11	0	0	5	2	0	5	4	4
Perp	9679	6370	8041	4546	7289	6464	1279	10115	6826	3216
Oxct2a	16	16	36	5	10	8	0	6	2	10
Tcte2	124	28	56	76	112	88	19	64	110	44
Tnr	94	18	36	6	22	17	6	19	10	23
Eral1	1932	1093	1369	701	1399	2195	351	1681	1231	1145
Smoc2	1817	1249	1431	952	1788	574	112	1188	96	46
Slc28a3	42	56	68	20	48	8	0	6	10	0
Clstn2	52	43	32	10	48	6	2	23	0	4
Tnmd	18	6	0	2	14	2	0	6	2	2
Sdf2l1	3991	2327	2722	1482	2765	1991	459	2672	2903	2119
Ctsz	25039	13216	16010	9858	16948	15880	2386	16100	11824	9037
Ralb	8867	4737	5867	3453	6261	9048	1511	8883	7766	6204
Mllt1	6261	3227	3575	2271	3664	7854	935	5730	4427	5346
Foxb1	0	0	0	0	0	0	0	0	0	0
Zfp296	147	90	122	57	135	122	21	97	98	97
Myh9	172044	76610	91565	56026	99670	269943	19168	151775	172755	187234
Slc13a2	42	45	58	32	60	61	18	25	66	9
Trpv6	10	0	0	0	18	14	2	4	29	10
Ptges	2101	1694	1731	1174	1941	17514	298	7685	6572	10500
Stk32b	16	10	0	2	6	4	2	2	0	4
Itm2c	15187	8522	9933	6469	10943	20058	1929	13817	12521	12916
Tmub1	1009	603	706	462	687	1166	99	760	550	609
Abhd8	1723	1025	1336	778	1438	1235	182	1090	670	966
Rnf187	12312	6363	7921	5041	8538	11161	1655	9343	7070	7292
Gpr88	26	32	54	44	48	12	0	30	9	2
Ms4a8a	1544	1059	1147	820	1638	612	143	699	173	77
Sp5	40	12	8	18	24	10	0	6	0	0
Ddr2	1484	1100	1279	769	1277	483	115	1524	187	36
Ndst4	0	2	4	0	2	0	0	4	0	0
Thop1	6607	3799	4963	2707	5049	3906	967	5766	2787	2624
Ireb2	10597	3765	4445	2435	5024	7071	1479	6767	5916	6687
Fgf23	180	140	158	88	206	44	14	50	2	0
Suv39h2	510	134	193	131	263	466	99	373	223	421
Svep1	1302	1341	1433	1030	1411	475	100	3732	528	52
Acot10	36	8	24	6	12	24	4	16	22	16
Myl7	8	2	25	14	20	4	0	11	5	2
Rgs18	44	36	40	26	54	70	4	106	16	28
Bhmt2	2093	1471	1964	1058	1629	505	145	282	0	0
Slc30a5	9260	3557	4382	2369	4339	7709	985	5923	4866	5205
Scel	2266	810	1051	529	1207	865	349	1674	2095	879
Izumo1r	4	24	10	6	18	4	2	23	4	0
Pes1	12539	6413	7679	4494	7545	13308	2339	10759	8085	7928
Rpl23	69691	26353	30014	17393	31019	67361	9808	47174	46414	51699
Rcan3	6402	3034	3413	2096	3867	7928	807	4416	3988	5881
Rtn4r	26	16	24	0	10	6	2	16	8	0
Lpar3	28	10	30	4	8	36	0	22	16	60
Zic5	0	0	0	0	0	0	0	12	2	0
Nif3l1	2284	1342	1484	851	1532	2582	590	2935	1705	1315
Arl6ip6	2731	1105	1516	711	1379	3757	441	1623	1400	2204
Arl6ip5	17329	7001	8800	5186	9010	21361	2428	13349	14583	16953
Lrp10	14075	9037	10198	6437	10660	24731	1817	14001	10380	14972
Pmepa1	26308	9866	12386	7340	12532	47711	2229	20475	24164	28381
Vps35	26872	11556	15640	7811	15660	22627	4026	19133	13472	16035
Prrg2	1415	896	990	774	1250	1403	191	799	630	718
Slc15a3	1199	1126	1377	790	1270	958	109	2375	206	198
Ccl21c	0	0	0	0	0	0	0	0	0	0
Twsg1	18983	6626	8353	4647	9338	15077	1608	8826	9492	9580
Utp3	8304	3294	4222	2384	4270	6614	1109	4675	3945	4704
Pkmyt1	1571	966	1168	707	1313	1870	253	1676	1160	1425
Eefsec	1513	898	1096	609	1119	1774	268	1823	1493	1345
Ifi30	5127	3642	4439	2703	4201	4011	697	7041	1720	1538
Aspa	453	317	339	306	525	317	30	1459	1557	205
H2-Q8	0	0	0	0	0	0	0	0	0	0
Rab8a	10570	5161	5794	3767	6542	11768	1614	7981	6270	8142
Sftpa1	434	159	219	140	301	86	25	30	0	0
Sult1e1	2677	1829	2093	1257	2166	623	181	330	0	0
Ubd	104	62	44	24	36	20	6	96	140	0
Tor3a	1956	1019	1242	809	1552	2073	265	2187	1721	1497
Arpc1b	74672	40108	49033	29540	52079	57686	8919	52296	45612	52159
C1ra	3038	2007	2587	1427	2430	844	224	2197	704	93
Cwc15	6905	2751	3884	2087	3985	8034	1052	5581	4720	5103
Cxcl16	4329	2706	2748	1936	3127	4500	672	4359	3747	2636
Nat8f1	277	169	198	120	157	195	38	148	106	133
Fam89b	6407	3895	4801	2993	4818	9647	821	5475	4200	7298
Grina	23749	13833	17050	9558	16856	24991	2705	15719	10194	10730
Nit2	2918	1178	1481	819	1542	2239	488	1562	1350	1020
Dmap1	1667	947	1401	707	1295	1921	271	1686	1402	1372
Ctrl	56	7	36	23	41	29	4	22	15	30
Chia1	22	3	6	10	10	10	0	2	0	0
Ppp1r7	4701	2096	2328	1566	2839	5066	834	4442	4509	3617
Ndufa7	7739	4143	5439	3442	5797	6120	1188	5570	3592	3856
Dctpp1	1885	920	1287	762	1243	2132	414	1989	1507	1794
Pbk	1920	880	1214	634	1267	3195	305	4355	2454	2630
Atp5md	7188	2804	3664	1858	3383	6454	1206	5977	4733	6520
Slc30a7	9290	3722	4540	2604	4873	6450	1181	5940	4665	3855
Pgpep1	4779	2300	2793	1720	3095	5017	478	2598	2364	3141
Slc5a4b	0	0	0	0	0	0	0	0	0	0
Sppl2a	18045	7895	9497	4866	10070	16959	2205	10821	7654	8441
Cdc20	5076	2847	3592	2170	3608	6536	855	7109	6016	5747
Fastk	7052	3978	5146	3245	5571	5288	721	4066	2696	3275
Stoml2	5676	2816	4221	2278	4177	7485	916	5977	5545	5679
Diablo	4002	1775	2234	1314	2479	2995	497	2642	1697	1851
Nsmce3	2208	1000	1382	852	1466	2486	257	1462	1584	1919
Palmd	20421	8219	10005	5851	10037	15207	1441	13927	15303	11742
Ndufaf3	770	385	374	357	471	565	97	445	319	277
Sbds	12319	5026	5842	3378	5974	7803	1216	4510	4191	6799
Krt20	21406	6084	6833	4729	8054	16093	2312	37988	26058	16992
Pycard	760	510	683	453	722	489	56	1162	168	108
Mrps34	2381	1662	2271	1323	2178	2666	420	2478	1545	1675
Zfp120	1563	662	951	449	831	516	208	1018	639	617
Rhoj	2284	1401	1594	1067	1608	2334	205	1738	518	923
Jam3	388	329	300	194	309	111	21	300	38	14
Tubb3	884	571	490	340	846	837	108	1103	872	915
Sdha	31131	15722	18372	11288	19528	28957	3671	20502	20480	17673
Ceacam11	0	0	0	0	0	0	0	0	0	0
Mkrn2	3289	1996	2205	1454	2604	4489	565	2787	2054	2490
Pus3	1666	633	811	443	847	1069	262	949	714	909
Ndc80	1718	696	849	451	819	1541	207	2429	1648	1959
Yipf5	5290	2814	2985	1606	3337	6477	999	5450	3534	4002
Plekho1	3717	1450	1708	1153	1967	4104	452	4378	2316	3035
Zkscan14	914	505	659	345	711	732	111	476	360	358
Peli1	3155	1822	1973	1228	2109	2902	601	1897	1106	1278
Bmyc	1103	986	834	595	1168	1580	95	520	204	754
Mrpl46	1641	722	999	529	870	1311	231	1150	835	844
2210010C04Rik	4	5	1	0	12	7	1	0	1	2
Snap29	3790	1772	2022	1275	2192	3708	732	3345	1843	1844
Stard5	2305	1521	1975	1022	1798	1100	167	918	594	350
Samsn1	414	336	419	182	428	227	54	1820	67	48
Aadac	1507	830	1193	525	976	1135	196	483	400	470
Rtp4	501	136	160	105	202	212	41	852	765	178
Wfdc1	406	475	416	321	524	105	39	97	2	4
Rprm	60	16	8	2	28	2	2	10	2	0
Mdp1	1773	1159	1194	714	1268	2374	224	1723	1311	1360
Myl12b	18413	12441	14159	8801	14126	20484	2531	17918	14587	14237
Npc2	31848	14352	17409	10817	19253	48954	4841	29161	21394	28133
Pgam1	14750	8281	9730	5680	10162	21364	3407	12511	8127	11526
Akirin1	3937	2268	2577	1499	2706	4732	535	3631	1757	3328
Pwwp3a	5376	3153	3740	2129	3819	3964	610	3610	3135	2787
Tox4	7394	3010	3543	2468	4474	10367	991	6217	5027	5376
Tmem86b	311	197	288	131	237	251	37	132	83	171
Npy	1389	345	408	183	355	780	329	1581	436	784
Ly6g6c	0	0	0	6	0	2	0	0	0	2
Ssna1	4462	2327	2640	1936	3079	5019	697	3014	2650	3209
Serhl	1092	781	874	529	863	968	189	1138	808	385
Upk3a	0	0	2	0	0	0	0	10	0	0
Fahd1	1890	716	941	611	991	1288	242	964	1287	1007
Sync	89	92	103	58	88	29	10	42	20	33
Nat8f5	14	7	0	0	4	4	2	2	0	0
Xk	820	242	340	147	348	314	84	479	546	255
Ing2	2805	928	1385	860	1507	2742	484	1315	898	1529
Nkx2-4	0	0	0	0	0	0	0	2	0	0
Krtap3-1	2	0	0	0	0	0	0	0	0	0
Mrps9	3842	1958	2085	1282	2169	3697	676	3432	3048	2329
Pla2g12b	587	377	460	249	438	88	51	62	2	0
Rab3b	569	344	447	262	314	449	50	137	93	257
Agk	1277	574	654	438	723	1893	293	1200	999	1097
Rsc1a1	2	2	7	4	10	10	1	3	2	0
Ssty2	0	0	0	0	0	0	0	0	0	0
Ino80b	2566	1004	1300	859	1544	3001	260	2176	1967	2794
Nol7	11387	3596	4943	2460	4672	7624	1395	8276	8688	6752
Slc44a4	1522	1066	1415	940	1507	689	492	1289	1342	195
Cse1l	8119	3743	4862	2624	4780	8411	1287	9226	5098	5864
Muc2	118	67	66	26	50	24	12	34	36	26
Epha1	1445	1027	1135	757	1044	406	119	268	53	63
Hacd2	6832	2894	3360	2010	3942	3491	690	2831	2182	1935
Slc29a3	2598	1668	1822	1220	1756	2941	336	2064	1279	1086
Arid5b	4689	2566	3507	1847	3366	3676	551	2179	1924	1929
Sfpq	28680	9713	12127	7027	12710	29832	4320	26286	22613	28308
Esm1	442	346	406	232	452	172	48	662	54	11
Aox3	563	471	629	317	595	111	60	149	2	0
Rgl3	1149	667	671	506	897	1521	120	1127	1554	1207
Cyp2d40	59	58	49	61	53	31	14	19	0	0
Lrat	386	282	330	162	302	64	36	54	2	2
Plbd2	11069	6131	7785	4665	7851	9563	1097	5646	4277	5933
Isyna1	13932	6262	7775	4747	8081	10357	2735	6999	6063	7263
Gtf2a1l	0	0	0	0	0	2	0	2	0	0
Aox4	28	12	10	10	0	2	0	18	8	2
Riox1	1338	823	978	651	942	1500	324	1289	781	1132
Sars2	919	587	588	405	849	869	134	707	551	545
Mccc1	4155	1531	1851	1211	1915	2303	413	2153	2054	1406
Poglut2	3495	1488	1451	949	1681	3877	733	3615	2877	2503
Pex13	2799	1346	1670	887	1748	3113	665	1946	1543	1679
Wnt2	263	209	302	184	332	71	26	194	18	2
Trim29	81	56	122	68	48	164	44	116	3	43
Pcm1	12192	5026	6810	3423	7255	4916	2190	7823	6902	8532
Ripk4	10357	5272	6590	3775	6715	4919	1503	5594	4976	2488
Rsrp1	16954	9022	10824	6091	11605	17984	1877	11182	8803	15968
Igf2bp3	2206	127	151	137	358	117	37	137	59	82
Clns1a	5587	2589	3024	1778	3213	7034	998	4846	3935	4840
Lime1	2419	1173	1357	872	1599	1695	284	1264	927	989
Rdh14	1932	803	984	598	940	1292	241	939	776	680
1810009J06Rik	0	0	2	0	0	0	0	0	0	0
Capn9	3	0	0	0	0	6	22	4	4	1
Spns1	5122	3185	4339	2495	4373	4488	580	2765	2583	2770
Tubb2b	9979	4242	5204	3028	5254	15604	1450	8610	7322	9179
Atp6v1d	5915	2652	3141	1581	3421	5093	866	4244	3035	3222
Asz1	59	95	89	28	132	85	2	216	184	124
Ccdc86	2386	1395	1708	1068	1895	2668	376	2791	1762	2101
Abcb6	2341	1385	1638	1009	1824	1859	245	1495	1037	920
Crot	7605	3345	4237	2292	4694	5304	806	3598	3194	3389
Pi16	726	640	665	519	825	444	70	2080	124	51
Ehhadh	1214	885	1133	682	928	458	90	328	222	76
Uba7	1763	1237	1338	854	1554	1005	149	1778	1192	546
Prl5a1	2	0	0	0	0	0	0	0	0	0
Zfp84	1907	783	1159	588	1133	1564	213	1001	910	931
Tfcp2l1	3241	1727	1975	1145	2090	2588	880	3759	6018	1191
4930550L24Rik	0	0	0	0	0	0	0	4	0	0
1700020D05Rik	177	76	94	56	98	79	20	43	38	73
Yipf7	344	224	398	226	380	67	26	40	0	0
Ppbp	216	185	173	134	215	171	18	343	21	46
Mageh1	324	174	236	206	408	62	58	278	172	7
Oga	29418	10483	13125	6985	13232	26585	5246	18280	15030	19053
Tbx18	179	174	168	126	120	64	8	292	48	2
Trp53rkb	331	205	245	145	284	384	29	294	170	286
Ankrd36	6	0	0	0	0	0	0	4	2	0
Cmya5	9026	6110	7688	4500	7768	1948	627	1208	13	9
Paqr4	1793	1007	1438	947	1372	2761	192	2723	2064	1816
Ift46	4772	2869	3443	1826	3690	5928	640	2845	2260	2495
Dsp	44307	22801	28113	16088	28505	22538	4061	15792	21464	15641
Jam2	2511	1650	2001	999	2045	1728	469	954	88	1278
Krtap5-3	0	0	0	0	0	0	0	0	0	0
9530002B09Rik	0	0	0	0	0	0	0	0	0	0
Ryr2	6890	4729	6333	3300	5887	1548	586	814	22	26
Cep70	723	296	530	247	503	537	120	702	697	497
Elp4	1828	701	895	507	1009	1612	214	1207	1140	989
Retnlb	1	0	0	0	0	0	0	0	0	0
Sapcd1	62	44	65	32	45	32	4	14	21	15
Rhox9	0	0	0	0	0	0	0	0	0	0
Pde6h	25	27	31	25	24	12	8	17	2	5
Plekhj1	3517	2053	2535	1524	2545	2739	420	3036	2742	2523
Lipm	0	0	1	0	0	0	0	0	0	0
Asb3	1909	679	782	426	948	1868	253	1382	1395	1286
Foxi1	8	0	0	0	10	0	0	2	0	0
Tsc22d4	7090	3799	4517	2895	4881	7199	972	5230	4203	4740
Ern1	6115	3112	3435	2261	3775	7981	692	3899	3781	5148
Chchd2	21909	10747	13473	7583	13925	16728	3197	15739	9463	10463
Rtl8a	320	196	232	186	300	160	22	251	42	4
Sec61b	5233	2514	2680	2022	3149	5676	722	6803	4874	4923
Atp6v1g1	7839	4722	5364	3275	5428	16060	1074	11310	9210	11819
Rps23	63519	26185	30326	17882	32459	60785	8946	47185	54176	47454
Mrpl38	3857	2225	2732	1624	2808	4076	728	3403	3409	2803
Alg14	1481	736	1013	581	1115	1493	249	1466	874	779
Dele1	4265	2659	3548	2123	3201	4242	641	3339	2260	2119
Dnajc10	29343	11025	12741	8456	14556	32363	3914	19929	20585	15911
Riok3	20913	8509	10722	5695	11110	19692	2474	13285	8893	11927
Asf1b	1405	840	996	568	977	1747	284	1985	979	1002
Oxct1	9302	5459	6919	3688	6830	4944	635	4991	3057	2882
Yaf2	3917	1778	2046	1306	2426	4061	737	4501	2451	2111
Chmp1b	7979	2704	3560	2086	3854	8663	1457	6019	4590	6158
Arl2bp	7600	4384	5681	3357	6115	6722	1350	6658	3893	3692
Nop56	12639	6602	8500	4548	8584	13993	3191	14109	8473	7835
Tbc1d20	10290	5767	6708	4107	7061	10677	1039	6566	4004	4944
