Genes	neg1	neg2	neg3	neg4	pos_1	pos_2	pos_3	control_1	control_2
RP23-221K23.2	0	0	0	0	0	0	0	0	0
RP23-221K23.3	0	0	0	0	0	0	0	0	0
RP23-177B9.1	0	0	1	0	3	2	0	8	6
RP23-177B9.2	0	0	0	0	0	0	0	0	0
RP23-177B9.4	0	0	0	0	0	0	0	0	0
RP23-177B9.3	0	0	0	0	0	0	0	0	0
RP24-120L6.3	0	0	0	0	0	0	0	0	0
RP24-120L6.2	0	0	0	0	0	0	0	0	0
RP23-261P14.1	0	0	0	0	2	1	0	0	1
Fam84a	23	18	13	16	226	178	29	24	47
RP23-456E21.1	0	0	0	0	0	0	0	0	0
RP24-545C12.2	0	0	0	3	0	0	0	0	0
RP24-545C12.1	125	113	56	92	27	32	79	11	13
Gm25414	0	0	0	0	0	0	0	0	0
RP23-59I22.1	0	0	0	0	0	0	0	0	0
Gm26449	0	0	0	0	0	0	0	0	0
RP24-160P23.2	0	0	4	0	2	0	0	9	6
RP24-160P23.1	0	0	0	0	0	0	0	0	0
Gm27682	0	0	0	0	0	0	0	0	0
RP23-226F7.2	0	0	0	0	0	0	0	0	0
RP23-226F7.3	0	0	1	1	0	0	0	0	0
RP24-427K17.1	0	0	0	0	0	0	0	0	0
RP23-300E12.1	0	0	0	0	0	0	0	0	0
RP23-387H3.2	0	0	0	0	0	0	0	0	0
RP23-387H3.1	1	1	0	1	1	2	2	0	1
Trib2	28	42	28	26	1170	963	78	297	253
Mir6387	0	0	0	0	0	0	0	0	0
RP24-289D12.1	0	0	0	0	3	3	0	0	0
RP24-289D12.3	2	0	0	3	247	180	2	10	0
RP24-289D12.2	29	30	24	19	73	40	40	69	104
RP24-289D12.4	0	0	0	0	0	0	0	79	10
RP23-477C12.1	0	0	0	0	0	0	0	0	1
RP24-123B22.1	0	0	0	0	0	0	0	0	0
RP24-123B22.2	0	0	0	0	0	0	0	1	1
RP24-123B22.3	0	0	0	0	7	13	0	1	1
RP24-100P15.2	0	0	0	0	10	9	0	1	0
RP24-100P15.1	0	0	0	0	1	3	0	2	0
Lpin1	963	9174	2745	8043	2430	1979	2585	1927	2421
Ntsr2	0	3	0	1	1	6	1	24	21
Greb1	0	1	1	0	9	8	1	4	2
RP23-131N12.3	0	0	0	0	0	0	0	0	0
Gm44305	0	0	0	0	0	0	0	0	0
RP24-483A21.1	0	0	0	0	0	0	0	0	0
E2f6	310	363	274	432	452	387	365	1494	1126
RP24-483A21.3	0	0	0	0	0	0	1	85	43
Rock2	604	740	389	690	1401	1075	1169	1911	1311
RP24-182I21.3	0	0	0	0	0	1	0	0	0
Gm22303	0	0	0	0	0	0	0	0	0
Pqlc3	9	4	6	4	149	110	71	247	296
RP23-156N21.2	3	1	1	0	2	2	0	1	5
RP23-156N21.3	0	0	0	0	0	0	0	0	0
Kcnf1	0	0	0	0	7	8	1	166	61
RP23-324H19.3	46	41	51	48	148	94	117	134	202
Pdia6	7025	7482	4524	7703	4334	3412	7040	2420	3166
Atp6v1c2	0	1	0	0	496	466	0	26	16
RP23-324H19.4	0	0	0	0	0	1	0	0	0
Nol10	126	137	91	114	252	188	144	185	188
Mir3066	0	0	0	0	0	0	0	0	0
RP24-374P12.2	0	0	0	0	0	0	0	0	0
Odc1	1452	1537	1341	1816	13374	9179	1583	5006	2096
Gm22748	3	4	2	4	13	5	1	2	0
RP24-358K11.2	0	0	0	0	0	0	0	0	0
RP24-358K11.3	0	0	0	0	1	0	1	0	0
RP24-358K11.4	0	0	0	0	0	0	0	0	0
Gm25925	0	0	0	0	0	0	0	0	0
Hpcal1	187	112	140	129	1099	808	839	539	655
RP23-302E1.2	5	3	3	7	3	12	11	2	1
RP23-302E1.3	0	0	0	0	0	0	0	0	0
RP24-66D20.1	12	11	7	9	29	28	9	4	4
RP23-302E1.4	97	109	96	116	84	69	106	15	24
RP23-45K23.6	6	2	4	2	5	4	5	0	1
RP23-45K23.3	46	16	17	9	33	47	29	26	42
RP23-45K23.4	0	0	0	0	0	0	0	0	0
RP23-45K23.1	0	0	0	0	1	0	0	0	0
RP23-45K23.5	0	0	0	0	0	0	0	0	0
RP23-45K23.7	0	0	0	0	0	0	0	0	0
RP23-45K23.2	16	31	12	26	12	11	7	5	9
RP24-66D20.2	0	0	0	0	0	0	0	0	0
RP24-66D20.3	0	0	0	0	0	0	0	0	0
RP24-66D20.4	0	0	0	0	0	0	0	0	0
RP24-66D20.5	0	1	0	0	0	1	0	0	0
RP24-66D20.6	475	395	326	375	864	639	502	469	511
RP24-66D20.7	0	0	0	0	0	0	0	0	0
RP24-66D20.8	0	0	0	0	0	0	0	0	0
RP23-158L14.1	5	1	0	3	4	2	4	2	3
RP23-158L14.2	0	0	0	0	0	0	0	0	0
RP24-316P8.2	19	18	11	22	62	39	41	43	40
RP24-316P8.3	0	0	0	0	6	0	2	0	0
RP24-316P8.4	0	0	0	0	0	0	0	0	0
RP24-316P8.1	12	16	5	21	35	41	17	4	14
RP24-150F7.1	0	1	1	0	1	2	1	0	2
RP24-150F7.2	0	0	0	0	0	1	0	0	0
RP23-80G15.4	0	0	0	0	0	0	0	0	0
RP23-80G15.1	0	1	0	0	2	1	0	0	2
RP23-80G15.3	0	0	0	0	0	0	0	0	0
RP23-80G15.2	0	0	0	0	0	0	0	0	0
RP23-27M3.2	0	1	0	0	1	2	0	0	1
RP23-27M3.3	0	0	0	0	0	0	0	0	0
RP23-27M3.1	0	0	0	0	0	0	0	0	0
RP23-47P3.2	0	0	0	0	0	1	0	0	1
RP23-47P3.4	0	0	0	0	0	0	0	0	1
RP23-47P3.1	0	0	0	0	0	0	0	0	0
RP23-151N21.5	0	0	0	0	0	0	0	0	0
RP23-47P3.3	0	0	0	1	2	0	3	3	0
RP23-474G1.1	0	0	0	0	0	0	0	0	0
RP23-451I11.3	0	0	0	0	0	0	0	0	1
RP23-451I11.2	0	0	0	0	0	0	0	0	0
RP23-451I11.4	0	0	0	0	0	1	0	0	0
RP23-344H4.6	0	2	0	0	1	0	0	0	1
RP23-344H4.2	0	0	0	0	0	0	0	0	0
RP23-344H4.4	1	0	0	0	4	6	2	0	2
RP23-151N21.6	0	0	0	0	0	1	0	0	0
RP23-344H4.5	0	0	0	0	0	0	0	0	0
RP23-344H4.1	2	2	3	1	7	5	4	1	4
RP24-404P19.1	0	0	0	0	0	1	0	0	0
RP24-177N8.1	1	0	0	0	1	0	0	0	0
RP24-404P19.4	0	0	0	0	0	1	0	0	0
RP24-404P19.3	0	0	0	0	2	0	3	1	1
RP24-404P19.5	0	0	0	0	0	0	0	0	0
RP23-116P20.1	0	0	0	0	3	0	0	0	0
RP23-116P20.2	0	0	0	0	4	1	0	0	0
RP23-116P20.3	0	0	0	0	0	0	0	0	0
RP23-116P20.4	0	0	0	0	0	0	0	0	0
RP24-316P8.5	0	0	0	0	0	0	0	0	0
RP23-474M18.1	0	0	0	0	0	0	0	0	0
RP24-316P8.6	0	0	0	0	0	0	0	0	0
RP24-316P8.8	0	0	0	0	0	0	0	0	0
RP24-316P8.7	0	0	0	0	0	0	0	0	0
Gm22189	0	0	0	0	0	0	0	0	0
RP24-150F7.3	0	0	0	0	0	0	0	0	0
Gm21863	0	0	0	0	0	0	0	0	0
RP23-242M10.4	0	0	0	0	0	0	0	0	0
RP23-151N21.7	0	0	0	0	2	0	0	0	0
RP23-242M10.2	0	0	0	0	0	0	0	0	0
RP23-242M10.1	0	0	0	0	0	0	0	0	0
RP23-242M10.3	1	0	0	0	1	0	0	0	0
RP23-267A24.1	0	0	0	0	1	0	0	0	0
RP23-267A24.2	0	0	0	0	0	0	0	0	0
RP23-267A24.4	0	0	0	0	0	0	0	0	0
RP23-267A24.3	0	1	0	0	1	3	0	1	1
RP23-267A24.5	0	0	0	0	0	0	0	0	0
Gm10479	0	1	0	1	9	7	0	0	3
RP24-177N8.2	34	32	40	29	30	30	42	61	57
RP23-151N21.8	0	0	0	0	0	0	0	0	0
RP23-151N21.1	0	0	0	0	2	0	0	0	0
RP23-151N21.3	0	0	0	0	0	0	0	0	0
RP23-151N21.4	4	10	4	3	5	6	3	3	4
RP23-151N21.2	0	0	0	0	0	0	0	0	0
RP23-152O2.3	15	23	22	18	28	16	21	6	10
RP23-152O2.2	0	0	0	0	0	0	0	0	0
RP23-152O2.1	1	4	0	6	3	0	0	0	0
RP23-33N12.1	10	9	15	8	15	2	9	7	4
RP23-33N12.2	194	276	206	263	115	93	157	28	57
Gm10478	6	18	13	14	8	11	18	2	8
RP23-340P19.2	1	1	3	3	0	3	0	0	1
RP23-340P19.3	1	0	1	1	1	0	0	0	1
Asap2	178	108	97	97	188	165	247	136	72
Itgb1bp1	209	193	209	242	555	449	341	600	833
RP24-370C21.2	1	0	2	0	5	6	1	2	1
Cpsf3	809	683	606	661	1234	975	1023	609	945
Gm25821	1	0	0	2	3	1	1	0	0
Iah1	1862	1785	1865	1679	3914	3054	1485	471	839
Adam17	400	416	275	460	978	753	1843	615	724
Gm22766	0	0	0	0	0	0	0	0	0
Ywhaq	1891	1541	1240	1636	4942	3638	2373	1406	2645
RP23-15F7.3	3	3	5	3	31	26	2	4	1
RP23-354L15.1	6	9	5	1	29	25	21	28	43
RP23-354L15.2	0	0	0	0	0	0	0	0	0
Mrto4-ps2	21	11	19	11	14	12	24	27	26
Gm22908	0	0	0	0	0	0	0	0	0
RP23-71I22.6	0	0	0	0	5	1	0	0	2
RP23-71I22.2	1	0	0	0	0	0	0	0	0
RP23-71I22.1	0	0	0	0	0	0	0	0	0
RP23-32K16.3	0	0	0	0	0	0	0	0	0
RP23-32K16.2	0	0	0	0	1	1	0	0	0
RP23-32K16.1	0	0	0	1	3	1	0	0	3
RP23-391L12.1	0	0	0	0	0	0	0	0	0
RP23-338N2.2	0	0	0	0	0	0	0	0	0
RP23-338N2.3	14	18	11	9	26	21	17	10	6
RP23-338N2.4	10	16	10	15	16	20	4	2	10
RP23-338N2.7	0	0	0	1	1	0	0	0	0
RP23-338N2.5	0	0	0	0	0	0	0	0	0
RP23-338N2.6	0	0	0	0	0	0	0	0	0
RP23-338N2.1	0	0	0	0	0	0	0	0	0
RP23-338N2.12	0	0	0	0	0	0	0	0	0
RP23-338N2.11	2	3	2	0	1	3	0	3	2
RP23-338N2.10	0	0	0	0	0	0	0	0	0
RP23-338N2.9	0	0	0	0	0	1	0	0	0
RP23-338N2.8	0	0	0	0	1	0	0	0	0
RP23-64B3.2	2	3	2	3	16	13	6	2	3
RP23-64B3.1	0	0	0	0	0	0	0	0	1
RP23-64B3.3	0	0	0	0	1	1	0	0	2
RP23-430C21.2	0	0	0	0	0	0	0	0	0
RP23-338N2.13	0	0	0	0	0	0	0	0	1
RP23-430C21.1	0	0	0	0	0	0	0	0	0
RP23-338N2.14	0	0	0	0	0	0	0	0	0
RP23-430C21.4	0	0	0	0	0	0	0	0	0
RP23-286D7.1	0	2	1	3	4	6	5	0	3
RP23-430C21.6	0	0	0	0	0	0	0	0	0
RP23-430C21.3	0	0	0	0	0	0	0	0	0
RP23-430C21.5	0	0	0	0	0	0	0	0	0
RP23-249A17.2	0	0	0	0	0	0	0	0	0
RP23-249A17.1	0	0	0	0	1	1	0	0	0
RP23-339D20.6	0	0	0	0	0	0	0	0	0
RP23-339D20.5	0	0	0	0	0	0	0	1	1
RP23-339D20.4	0	0	0	0	5	1	5	0	0
RP23-339D20.3	0	0	0	0	0	0	0	1	1
Gm26140	0	0	0	0	0	0	0	0	0
RP23-339D20.2	0	0	0	0	0	3	0	0	1
RP24-165O16.2	0	0	0	0	0	0	0	0	0
RP23-71I22.3	1	0	0	0	0	0	0	0	0
RP23-138L1.1	0	0	0	0	0	0	0	0	0
RP23-138L1.2	0	0	0	0	0	0	0	0	0
RP23-24I10.1	0	0	0	0	0	0	0	0	0
RP23-71I22.4	0	0	0	0	0	0	0	0	0
RP23-138L1.3	0	0	0	0	0	0	0	0	0
RP23-113B13.1	0	0	0	0	1	1	0	0	0
RP23-388H1.1	0	0	0	1	3	1	0	0	2
RP23-138L1.4	0	0	1	0	1	0	1	0	1
RP23-339D20.7	0	0	1	0	2	1	1	0	1
Gm10330	0	1	0	0	5	4	0	0	2
RP23-349B5.2	12	23	14	31	28	40	13	2	6
RP23-360H5.1	0	0	0	0	0	0	0	0	0
RP23-360H5.2	0	0	0	0	0	0	0	0	0
RP23-360H5.6	0	0	0	0	0	0	0	0	0
RP23-360H5.5	29	43	17	27	64	49	42	14	18
RP23-360H5.4	0	0	0	0	0	0	0	0	0
RP23-360H5.3	0	0	0	0	0	0	0	0	0
RP23-360H5.7	0	0	0	0	0	0	0	0	0
RP23-360H5.8	0	0	0	0	0	0	0	0	0
RP23-6A9.1	0	0	0	0	1	1	0	0	0
RP23-6A9.2	2	3	0	3	15	9	2	1	5
RP23-128I24.1	0	1	0	0	3	2	0	0	0
RP23-6A9.3	0	0	0	0	0	0	0	0	0
RP23-12J8.1	0	1	0	0	2	4	0	0	2
RP23-12J8.2	0	0	0	0	0	0	0	0	0
RP23-12J8.3	1	1	2	3	4	3	6	2	3
RP24-372N16.1	0	2	1	2	2	2	10	1	0
Taf1b	87	47	74	44	239	180	234	191	284
RP24-372N16.2	0	0	0	0	0	0	0	0	0
Grhl1	7	14	7	16	62	23	60	87	67
RP23-431C5.1	398	374	286	385	733	502	466	506	763
Klf11	300	169	94	147	223	133	175	213	150
Cys1	150	151	111	114	674	659	52	53	58
Rrm2	48	195	91	173	114	87	410	1632	190
RP23-442I5.1	0	0	0	0	0	0	0	0	0
RP23-442I5.2	0	0	0	0	0	0	0	0	0
RP23-442I5.3	0	1	0	0	2	2	0	2	2
Gm26211	0	0	0	0	0	0	0	0	0
RP23-442I5.4	0	0	0	0	0	0	0	0	0
RP23-442I5.6	0	0	0	0	3	2	0	1	0
Mboat2	0	1	1	1	306	174	6	109	55
RP23-169J21.3	0	0	1	1	4	5	1	0	0
Kidins220	1380	1290	902	1576	6815	5391	1322	888	674
RP23-356E7.2	1	1	1	2	12	5	1	2	0
Id2	3033	2797	2190	3047	4284	3349	2673	526	515
RP23-356E7.5	1	1	1	1	1	0	51	0	0
RP23-476M16.2	2	1	6	0	0	0	1	0	1
RP23-476M16.1	1	0	2	0	0	0	0	0	0
RP23-49E21.1	0	0	0	0	0	0	0	0	0
RP23-49E21.3	0	0	0	0	0	1	0	0	0
RP23-49E21.2	7	6	22	12	29	28	36	10	15
Gm22527	0	0	0	0	0	0	0	0	0
RP23-391I19.1	0	0	0	0	0	0	0	0	0
RP23-94G6.1	0	0	0	0	0	0	0	0	0
RP24-65E6.1	0	0	0	0	0	0	0	0	0
RP24-65E6.4	185	215	168	182	260	240	152	123	130
RP24-65E6.2	0	0	0	0	0	0	0	0	0
RP24-65E6.3	0	0	0	0	0	0	0	0	0
Rnf144a	61	40	25	46	191	182	197	287	257
RP23-378B3.2	0	0	0	0	0	0	0	0	0
Mir6538	0	0	0	0	0	0	0	0	0
RP23-378B3.5	0	0	0	0	0	0	0	0	0
Rsad2	204	53	80	73	880	948	1117	1342	347
Cmpk2	119	34	54	53	582	481	693	305	127
RP23-291D3.2	36	23	27	24	51	45	39	64	125
RP23-291D3.4	0	0	0	0	0	0	0	0	0
RP23-291D3.3	0	0	0	0	0	0	0	0	0
RP23-66A14.1	0	0	0	0	0	0	0	0	0
RP23-195H19.1	0	0	0	0	0	0	0	0	0
RP23-195H19.2	0	0	0	0	0	0	0	0	0
Sox11	0	0	0	0	3	8	0	5	10
RP23-311P8.1	0	0	0	0	0	0	0	0	0
Gm24326	0	0	0	0	0	0	0	0	0
RP23-287I15.1	7	5	6	3	0	0	12	0	0
RP23-287I15.2	0	0	0	0	0	0	1	0	0
Gm25923	0	0	0	0	0	0	0	0	0
RP23-282K7.1	0	0	0	0	0	0	0	0	0
RP23-282K7.2	0	0	0	0	0	0	0	0	0
Gm25564	0	0	0	0	0	0	0	0	0
Dcdc2c	0	0	0	0	0	0	0	1	1
RP24-348M18.3	1	0	0	0	0	0	0	0	0
Allc	0	0	0	0	0	0	0	0	2
Colec11	564	440	269	479	31	19	1165	12	48
Rps7	4546	4348	4530	3804	8361	5836	7146	8766	14510
Rnaseh1	118	104	122	102	229	185	195	144	185
Adi1	3398	3228	3073	2274	1065	910	2121	1017	1061
Mir6937	5	0	0	2	1	0	2	1	0
Trappc12	483	325	380	307	853	662	507	245	406
Tssc1	232	172	166	183	322	261	273	181	395
RP23-187H12.5	0	0	0	0	0	0	0	1	0
RP23-187H12.4	0	0	0	0	0	0	0	1	1
RP23-347O24.3	0	0	0	0	0	0	0	0	0
RP23-49J15.1	12	13	6	10	3	0	10	1	1
Gm23342	0	0	0	0	0	0	0	0	0
RP23-321N21.1	0	0	1	0	0	0	1	0	0
RP23-321N21.2	97	94	129	73	1	0	108	1	0
RP23-447G14.1	0	0	0	0	0	0	0	0	0
RP24-345F16.1	0	0	0	0	0	0	0	0	0
Myt1l	0	0	0	0	0	0	0	0	4
RP24-244M17.1	0	0	0	0	0	0	0	0	0
Pxdn	155	95	102	115	348	303	242	362	668
Tpo	1	0	1	0	0	0	0	0	0
RP24-287O1.2	0	0	0	0	0	1	0	0	0
Sntg2	114	153	223	114	23	10	97	5	16
RP24-117M9.1	0	0	0	0	0	1	0	9	11
Gm25865	0	0	0	0	0	0	0	1	0
RP24-117M9.2	0	0	0	0	0	0	0	0	0
RP24-117M9.3	0	0	0	0	0	0	0	0	0
Gm25243	0	0	0	0	0	0	0	0	0
Tmem18	320	284	260	336	614	423	317	298	342
Fam150b	0	0	0	0	4	5	0	46	78
Acp1	1445	1250	1297	1165	1609	1222	1373	1355	1306
Sh3yl1	132	80	106	83	698	495	102	57	55
RP24-427L24.1	16	12	7	13	435	330	280	1760	2073
RP24-427L24.2	0	0	0	0	0	0	0	0	0
Gm25408	0	0	0	0	0	0	0	0	0
Fam110c	26	14	13	16	256	99	10	26	52
RP24-427L24.4	0	0	0	0	0	0	0	0	0
RP24-427L24.5	0	0	0	0	0	0	0	0	0
RP23-182F9.7	0	0	0	0	0	0	0	0	0
RP23-2N7.1	0	0	0	0	0	1	0	0	0
RP23-2N7.5	0	0	0	0	0	0	0	1	0
RP23-2N7.2	0	0	0	0	0	0	0	0	0
RP23-2N7.3	0	0	0	0	0	0	0	0	0
RP23-2N7.4	66	78	97	63	116	83	93	173	298
Gm24613	0	0	0	0	2	4	0	2	0
Lamb1	143	125	66	133	3141	2494	391	602	956
Dld	3183	2223	2023	2358	8019	5785	2469	5250	3824
Slc26a3	0	0	2	0	0	0	0	1	0
RP23-182F9.2	1	1	0	1	8	3	1	6	6
Cbll1	151	182	130	118	220	153	202	189	139
RP23-182F9.6	2	0	0	0	0	0	0	0	0
RP23-182F9.5	0	0	0	0	0	0	0	0	0
Slc26a4	10	2	3	8	1362	1369	1	47	0
RP23-38N23.2	0	0	0	0	0	0	0	0	0
Bcap29	224	154	206	116	619	435	514	871	750
Dus4l	82	89	102	83	120	97	88	71	92
Cog5	479	310	344	351	974	682	591	260	305
Gpr22	0	0	0	0	9	5	0	0	1
RP24-181E5.4	0	0	0	1	0	0	0	2	0
RP24-181E5.5	0	0	0	0	1	0	0	0	0
RP24-181E5.3	0	0	0	0	0	0	0	0	0
Gm25913	0	0	0	0	0	0	0	0	0
Hbp1	2028	2120	1410	2243	2173	1652	2065	1243	1371
Prkar2b	1	8	6	6	511	597	137	1976	2443
RP23-193M19.5	0	0	0	0	1	0	0	24	1
RP23-193M19.6	1	1	0	0	3	3	12	296	14
Pik3cg	19	4	10	16	196	139	526	304	258
RP23-395L3.2	0	0	0	0	0	0	0	0	0
RP23-395L3.3	0	0	0	0	0	0	0	0	0
Gm23875	0	0	0	0	0	0	0	0	0
Ccdc71l	80	99	62	86	237	225	448	567	292
RP24-143P3.3	0	0	0	0	0	0	0	0	0
RP24-143P3.4	0	0	0	0	0	0	0	0	0
RP23-187G5.1	0	0	0	0	0	0	0	0	0
RP23-187G5.2	23	32	11	26	67	33	24	21	13
Mampt	1180	915	944	1019	4530	3534	4014	2519	2486
Gdap10	106	40	79	58	115	88	67	8	3
RP23-26C23.2	0	0	0	0	0	0	0	0	0
RP24-83B1.2	2	1	4	3	26	25	3	19	27
RP24-83B1.5	0	1	0	0	3	1	0	0	1
RP24-83B1.4	0	0	0	0	4	3	0	0	0
RP24-83B1.3	0	0	0	0	0	0	0	0	0
Sypl	1053	888	726	881	4763	3449	1566	4178	3018
Gm24922	0	0	0	0	0	0	0	0	0
Cdhr3	0	0	0	0	1	2	2	4	11
Gm22904	0	0	0	0	0	0	0	0	0
RP24-112H7.1	4	3	2	4	41	21	89	76	74
RP24-112H7.2	0	0	0	0	0	0	0	0	0
Atxn7l1	464	288	310	268	430	344	317	229	246
Atxn7l1os1	0	0	0	0	0	0	0	0	0
Atxn7l1os2	0	0	0	0	0	0	0	0	0
Efcab10	0	0	0	0	1	1	1	0	1
RP24-80F17.5	0	0	0	0	0	0	0	0	0
Twistnb	346	320	259	332	534	365	480	363	351
Gm23529	0	0	0	0	0	0	0	0	0
RP23-322A5.1	0	0	0	0	0	0	0	0	0
RP24-71G3.1	2	2	0	0	1	0	1	1	0
RP23-349H2.3	0	0	0	0	0	0	0	0	0
Ferd3l	0	0	0	0	0	0	0	0	0
Twist1	6	3	11	4	18	16	4	65	136
Hdac9	10	5	7	7	57	83	351	145	157
RP23-77K24.1	0	0	1	1	2	0	0	1	1
RP23-77K24.6	2	0	0	0	1	0	0	0	0
RP23-77K24.2	0	0	0	0	0	0	0	0	0
Gm24429	0	0	0	0	0	0	0	0	0
Prps1l1	0	0	0	0	0	0	0	1	1
Gm24359	0	0	0	0	0	0	0	0	0
Snx13	660	598	372	720	2012	1273	995	818	486
RP24-78P21.1	0	0	2	0	0	0	0	0	1
RP23-301K1.2	4	1	0	4	9	4	6	2	0
Mir680-3	0	0	0	0	0	0	0	0	0
Gm44396	0	0	0	0	0	0	0	0	0
Gm26071	0	0	0	0	0	0	0	0	0
Ahr	655	462	451	279	261	159	1116	94	131
RP24-111I3.3	0	1	3	0	2	1	4	0	1
RP24-111I3.2	0	0	0	0	0	0	1	0	0
RP23-56P12.2	0	1	1	0	0	0	8	0	0
RP23-56P12.1	1	0	0	0	1	0	3	0	1
RP24-463G23.2	0	0	0	0	0	0	0	0	0
RP24-463G23.1	0	0	0	0	0	0	0	0	0
RP23-407E9.1	1	3	3	2	4	0	3	1	2
RP23-407E9.2	0	0	0	0	0	0	0	0	0
Agr3	0	0	0	0	0	0	0	1	2
Agr2	0	0	0	0	5	0	0	0	2
Tspan13	17	13	13	16	456	260	86	976	1104
RP23-282B14.4	2	1	1	6	5	2	4	1	0
Bzw2	166	111	127	128	511	402	298	1688	1477
RP24-230N9.2	0	0	0	0	0	0	0	0	0
RP24-230N9.1	1	0	1	0	0	1	0	1	0
Ankmy2	224	146	177	170	842	648	278	197	378
RP24-230N9.3	1	1	0	0	0	1	0	0	0
Lrrc72	0	0	0	0	1	0	0	0	1
RP23-89D11.2	0	0	0	0	0	0	0	0	0
Sostdc1	0	0	0	0	1454	1267	0	51	72
RP23-98E22.2	0	0	0	0	2	0	0	11	14
Gm25438	0	0	0	0	0	0	0	0	0
D630036H23Rik	2	3	3	1	10	5	5	0	1
Ispd	51	42	41	33	139	107	52	63	60
RP23-318P2.1	56	49	42	50	94	70	79	80	156
Mir5099	0	0	0	0	0	0	0	0	0
RP23-351M10.1	0	0	0	0	0	1	0	0	0
RP23-96D14.8	0	0	0	0	0	0	0	0	0
RP23-96D14.7	0	0	0	0	0	0	0	0	0
Gm44326	0	0	0	0	0	0	0	0	0
RP23-96D14.3	0	0	0	0	0	0	0	0	0
RP23-96D14.5	0	0	0	0	0	0	0	0	0
RP23-96D14.2	0	0	0	0	0	1	0	1	0
Meox2	0	0	1	0	77	21	1	200	250
Agmo	1590	1456	866	1448	188	151	1370	142	296
RP23-446I19.1	0	0	0	0	0	0	0	0	0
RP24-267N15.2	0	0	0	0	0	0	0	0	2
Dgkb	0	0	0	1	29	38	0	10	20
RP24-172I18.1	0	0	0	0	0	0	0	0	0
RP23-2F1.3	0	0	0	0	0	0	0	0	0
RP23-2F1.2	0	0	0	0	0	0	0	0	0
RP23-384N3.2	0	0	0	0	0	0	0	0	0
RP23-268E1.3	0	0	0	0	0	0	0	0	0
RP23-306D19.1	0	0	0	0	0	0	0	0	0
RP23-306D19.2	0	0	0	0	0	0	0	0	0
Etv1	10	10	8	19	526	497	145	61	44
RP23-112H14.3	0	0	0	0	0	0	0	0	0
RP23-112H14.4	0	0	0	0	0	0	0	0	0
RP23-112H14.5	0	0	0	0	0	0	0	0	0
RP23-112H14.6	0	0	0	0	0	0	0	0	0
RP23-112H14.7	0	0	0	0	0	0	0	0	0
RP23-238H20.1	0	0	0	0	0	0	0	0	0
RP23-203G2.1	0	0	0	0	0	0	0	0	0
RP23-269A11.1	0	0	0	0	0	0	0	0	0
Gm24069	0	0	0	0	0	0	0	0	0
RP24-559A5.2	0	0	0	0	0	0	0	0	0
RP24-559A5.1	0	0	0	0	0	0	0	0	0
Gm24434	0	0	0	0	0	0	0	0	0
RP23-227O11.2	0	1	0	0	0	2	2	2	2
RP23-97J21.1	0	0	0	0	0	0	0	0	0
RP23-97J21.2	0	0	0	0	0	0	1	0	0
RP23-97J21.3	86	58	20	89	65	43	40	6	11
Arl4a	642	532	372	455	843	779	499	1551	2446
Arl4aos	0	0	0	0	1	0	0	1	1
Scin	0	0	0	0	1823	880	1	87	31
Lsmem1	1	2	0	0	1	4	0	631	307
RP24-234D9.2	0	0	0	0	0	0	0	0	0
Ifrd1	442	220	268	210	643	478	506	1402	980
RP23-111F7.2	24	10	19	9	12	9	8	5	0
Mir1938	1	0	0	0	0	0	0	0	0
RP23-111F7.1	0	3	3	0	8	13	6	6	11
RP23-111F7.3	0	0	0	0	0	0	0	2	0
Zfp277	336	224	246	219	660	523	374	272	465
Dock4	724	352	450	322	363	282	570	198	90
RP23-86H21.2	0	0	0	0	0	0	0	0	0
RP23-86H21.3	7	7	3	8	14	13	12	10	6
RP23-86H21.4	0	0	0	0	0	0	0	0	0
RP23-86H21.5	0	0	0	0	1	0	0	0	0
RP23-154L21.1	0	0	0	0	0	0	0	0	0
Immp2l	444	427	462	331	100	90	299	148	291
RP23-154L21.11	0	0	0	0	0	0	0	0	0
RP24-439B16.4	0	0	0	0	0	0	0	0	0
Gm25497	0	0	0	0	0	0	0	0	0
RP23-41J3.3	0	0	0	0	0	0	0	0	0
RP23-41J3.2	0	0	0	0	0	0	0	0	0
Lrrn3	14	14	14	28	34	12	54	50	30
RP24-174G8.1	3	0	0	0	0	0	1	0	0
RP23-455F18.1	0	0	0	0	0	0	0	0	0
RP24-311D18.2	0	0	0	0	0	0	0	0	0
RP23-53J21.2	0	0	0	0	0	0	0	0	0
RP24-392J3.4	0	0	0	0	0	0	0	0	0
RP24-392J3.3	0	0	0	0	0	0	0	0	0
RP24-392J3.2	0	0	0	0	0	0	0	0	0
RP24-392J3.1	0	0	0	0	0	0	0	0	0
Gm25248	0	0	0	0	0	0	0	0	0
RP23-312J1.1	0	0	0	0	0	0	0	0	0
RP24-160P13.1	0	0	0	0	0	0	0	0	0
Gm26326	0	0	0	0	0	0	0	0	0
RP23-151L20.1	0	0	0	0	1	4	0	0	0
RP23-354M21.1	0	0	0	0	0	0	0	0	0
RP23-7A5.1	4	2	0	1	21	8	5	1	1
RP23-151L20.4	0	0	0	0	0	0	0	0	0
RP23-151L20.3	1	0	0	0	1	1	0	0	0
Dnajb9	1703	914	383	737	916	750	1084	689	561
Mir5627	0	0	0	0	0	0	0	0	0
RP23-151L20.6	2	1	0	0	2	2	6	8	7
Pnpla8	3014	2599	1724	2590	3516	2463	2368	2232	1931
