Geneid	Length	genome_mapping/High.2838c3.rep1.RNAseq.mm10.sorted.bam
Trap1a	1178	0
Plscr1	2141	11099
Trip6	1760	8428
Xntrpc	5115	0
Prss3	812	0
Try4	799	2
Tsn	3349	9809
Tuba1a	1591	31660
Tuba1b	1562	19150
Tubb5	2645	103685
Tulp3	3374	2452
Twist1	1630	922
Tnfrsf4	1155	191
Txn1	1051	31038
Tyrobp	572	2698
Zrsr1	4492	3672
Usp12	4274	6879
Uchl1	1147	531
Ucp2	1576	15777
Ufd1	1996	5952
Ugcg	3719	9233
Ugt8a	3794	8
Usf2	2419	5886
Scgb1a1	468	48
Utrn	12382	24706
Vmn1r51	2359	0
Vmn1r45	3249	0
Vars	4224	19795
Vbp1	1601	6415
Vcam1	3398	24985
Vdac2	1662	30038
Lin7b	716	4
Lin7c	4136	16476
Vim	1834	301101
Vipr1	4902	442
Vnn1	2416	4828
Vtn	1745	21764
Vwf	8834	2445
Wap	562	0
Tceal9	1018	10446
Baz1b	6433	27357
Wdr1	2989	34239
Wfs1	3564	4184
Wnt10b	2227	293
Wnt9b	4519	74
Wnt8b	3376	4
Xdh	4614	9191
Xirp1	5839	5018
Xlr3c	1584	1
Xpa	955	1697
Ercc5	4010	2226
Slc6a20b	3257	11
Ybx1	2191	80438
Ybx3	1862	37095
Siae	3398	2218
Map3k19	6651	20
Ywhah	1764	41823
Ywhaq	2110	16769
Zan	16481	848
Zfp106	9137	51658
Mkrn3	2561	64
Zpr1	2983	6351
Zfp35	3033	2121
Zfp36	1765	11283
Zfp39	3890	395
Zfp59	3796	656
Zfp9	3921	2305
Zfp97	2763	325
Zim1	3501	31
Ikzf2	9421	1367
Ikzf3	4098	44
Zp3	1317	0
Coro1b	1853	20799
Coro1c	3436	23652
Adam23	6255	1734
Adam25	2632	0
Adamts5	8104	853
Agr2	760	584
Aplnr	3564	644
Akt3	6774	7417
Aloxe3	2538	34
Amfr	3678	27231
C1ql1	1501	12
Capn10	2877	1717
Xcr1	4453	24
Cdh20	4021	8
Klf6	4217	50138
Creg1	2306	7743
Ets2	3556	14457
Fxr2	2970	10719
Gadd45g	1080	8405
Gmcl1	2944	3970
Gpr34	1898	102
Grem1	1639	1541
Grem2	3745	524
Hcst	442	87
Insrr	5102	1
Aadat	1780	400
Katna1	1775	3586
Lamc3	8478	123
Lynx1	3952	1356
Mab21l2	2234	19
Mta2	3087	14499
Esyt1	3685	18227
Mmp17	4477	96
Nr0b2	1282	757
Nt5e	3580	15649
Oas1g	2069	88
Tenm1	8361	214
Osr1	2011	542
Pcbp1	1710	29923
Slc26a4	3103	13
Prkra	1626	2911
Klk7	1923	2
Dazap2	1822	24086
Psmc4	1436	8596
Psmd13	1563	8571
Twf2	1594	3161
Ik	1996	21416
Grk1	7429	24
Rnasel	4758	2585
Scn11a	5835	0
Ccl19	567	0
Sgcb	3733	4426
Sgcd	9126	1533
Sgcg	3515	1129
Slc35a1	2039	3640
Spry2	2087	4326
Spry4	4687	3967
Srp54a	4264	549
Tll2	6400	15
Tlr2	2855	1054
Tpra1	1829	4595
Trex2	1016	4
Usp18	1771	380
Uts2	538	56
Vmn1r49	933	0
Vax2	1267	14
Best1	2082	22
Nelfa	2438	3351
Wif1	2242	150
Aldh1a7	2060	1508
Angptl2	3444	6702
Avpr1b	4148	0
Ceacam9	1374	0
Clcn6	5181	3429
Decr2	2051	2530
Fto	3558	8027
Gnpda1	2300	2539
Lypla2	1593	5179
Map3k1	6978	10067
Map3k2	10791	22006
Map3k3	4686	8085
Mapk13	1388	618
Mapk3	1772	16070
Prl2c4	836	0
Nubp1	2128	2290
Creb3l1	2271	1290
Orc5	2075	2784
Plod3	3278	17197
Psg19	2547	26
Psma1	1255	9277
Psma4	1096	9991
Psma5	1217	12387
Psmb2	847	6461
Psmb3	731	7313
Mok	1693	193
Rpl27a	1112	32780
Sema4g	4303	14534
Slc27a2	2301	3906
Vnn3	1811	470
Zfp260	3716	7481
Slc27a4	4054	6703
Slc7a11	9227	4665
Cops3	1566	3837
Dpysl4	2639	46
Adh4	1312	234
Chst4	2000	28
Cln8	6431	1662
Cops6	1094	14863
Acot1	1558	2189
Ddx3y	4640	3561
Sh2d1b1	2546	153
Eif2s3x	3587	8113
Exo1	5506	707
Figla	759	0
Foxl2	2520	0
Ppp2r5e	6260	10634
Arhgef28	6259	10163
St6galnac5	2827	24
Slc9a3r1	1922	10990
Serinc3	3694	72404
Tinag	1717	334
Vat1	2732	21872
Zw10	2896	2432
Pla2g2e	851	13
Rps3	1879	115751
Rpl8	862	123021
Asns	1960	3546
Fkbp9	3011	18336
Srp9	1388	5550
Pde6g	919	9
Atp1b2	2981	597
Abca1	10260	11578
Actn3	2887	1332
Adra1d	2606	506
Adrb3	2795	106
Gla	3032	1937
Ankrd1	1765	59906
Anxa11	2395	2929
Anxa3	1597	85457
Apoh	1186	15198
Ar	10063	1718
Atp6v0d1	1650	7654
Azgp1	1314	9426
Bcl2l10	1228	0
Bop1	2464	7122
Btk	2535	424
Btn1a1	3448	196
C2	2644	2743
Cd2	1144	28
Cd3d	1330	28
Cd4	3086	120
Clu	1811	780219
Cpe	2163	84343
Cpt1a	4301	26677
Creb3	1559	5733
Hapln1	5055	74
Drd5	3015	0
Epb41l4a	3853	2939
Epb42	3920	24
Stom	2816	18270
Fgf9	4139	64
Foxc2	2724	118
Flt3l	1075	240
Fpr1	1323	302
Frg1	1088	6572
Fshr	2360	0
Gdf6	3532	104
Gfpt1	6248	20529
Gfpt2	2986	1254
Gnb3	1846	42
P3h3	3167	1644
Grcc10	557	9835
Emg1	1045	5884
Cdca3	1488	2700
Gstp1	744	19458
Gzmb	1512	44
H2-Ke6	964	2450
Hebp1	1061	3299
Hgd	1708	2103
H3c7	903	17
H2ac18	556	0
H3c1	502	33
Hmmr	3914	2315
Hoxc4	1983	34
Hoxd10	1850	8
Hoxd9	2100	36
Hprt	1349	16024
Eif2ak1	2571	5912
Hspa1l	2415	623
Hspb1	903	11362
Ifrd1	1816	12407
Insl3	587	101
Itgb7	2674	289
Jak1	5299	20876
Kcna6	5839	26
Krt33b	1581	10
Cog1	3029	3401
Psmb9	806	357
Loxl3	4070	2340
Lrpap1	2924	8709
Lyz1	1265	268
Mc5r	3989	12
Mmp9	3175	1931
Msx2	2162	2
Mt1	542	49584
Mt3	538	68
Muc1	2243	21426
Mx2	2424	325
Ninj1	1150	8675
Nodal	2095	10
Slc11a1	2304	1445
Odc1	2547	26959
Olfr65	1106	0
Olfr64	1662	0
Olfr66	936	0
Olfr67	1242	0
Olfr68	948	0
Olfr69	1357	0
Oprd1	4021	302
Otog	10043	0
Pafah1b1	6176	25207
Pcsk1	5007	4
Pkd1	14170	14956
Pnp	2941	3536
Sypl	4689	11323
Ppp1cc	2577	896
Prm1	400	6
Prm3	407	2
Psmb10	1270	2517
Ptger1	2080	3077
Dusp1	1942	18942
Rps16	615	37620
S100a8	392	1301
Sf3a2	1674	3034
Ccl4	660	188
Ccl5	531	68
Ccl7	799	512
Sema3c	4955	18209
Sema5b	4556	18
Srsf3	3041	19371
St8sia5	2103	10
Kdm5c	11015	21620
Sod2	3824	7499
Sp1	7818	12695
Sptb	10394	2953
Supt5	3511	21849
Surf2	1149	2143
Svs6	532	0
Tbp	1842	3051
Tcte1	3072	0
Thbs3	4084	5523
Tnp2	550	1
Trhr	3976	0
Ttr	1221	14925
Ugt1a2	3206	20
Uncx	2093	0
Cd52	503	875
Krtap14	855	0
Nr2e3	1999	4
Itgb1bp2	1293	393
Krtap15	836	0
G3bp1	2685	20005
Trappc3	1256	4520
Rpl7a	864	62478
Podxl	5330	29944
Nrk	6602	1656
Rps11	602	42670
Olfr154	1079	0
Mixl1	2289	0
Chaf1a	3308	3244
Atp1a4	3485	16
Eloa	4592	7508
Pla2g7	1915	5363
Plek2	1551	4230
Dok3	1546	825
Smok2a	1787	0
Pdk4	3453	5790
Zfp354b	2494	41
Nufip1	3974	2394
Clnk	1586	0
Phlda3	1467	3958
Nbn	2491	1809
Insl6	660	154
Defb3	322	0
Dnajb9	1865	6934
Rpl3	1361	100988
Rps26	448	36913
Slc25a10	4000	6115
Yme1l1	4571	20668
Tcl1b3	830	0
Tcl1b1	1026	0
Tcl1b2	1084	0
Akr1c12	1231	4526
Akr1c13	1232	6425
Magel2	4662	0
Ptdss2	2172	2752
Mmel1	2937	0
Pign	6777	6250
Ip6k1	4412	8727
Peg12	2640	76
Sergef	1460	676
Abcc5	6196	24888
Mkln1	3968	9647
Naglu	2477	3307
Klra15	1076	0
Atp5l	513	1628
Nagpa	2249	3104
Slco1a1	3967	78
Barx2	1791	80
Casr	7645	6
Cldn5	1416	1076
Abcc2	5389	6402
Cyp2g1	1853	6
Dnah8	14583	829
Cdk2ap1	1250	2914
Baz1a	6179	8680
Gtpbp1	3398	5531
H2-M3	1425	624
Hk2	5511	21780
Hsd3b6	1802	0
Jag1	5493	21390
Kl	5118	4
Ly75	6871	2088
Prpf4b	7617	16503
Pstpip2	2262	711
Rax	1669	0
Sfrp1	4372	2417
Ro60	8720	8997
Uxt	833	520
Vps45	2626	3006
Zfp53	3079	3445
Ror2	3985	1267
Abcf3	3288	5357
Abcf1	3150	18952
Znhit2	1262	2197
Limd1	4853	13948
Bag3	2593	6804
Hspb7	2768	15358
Mapk12	1890	2229
Rnf11	2132	8713
Cabp5	1745	8
Plcl2	4051	3642
Ulk2	5813	6114
Clic4	4064	24673
Hdgfl3	5868	454
Zfp292	9977	9538
Pcsk1n	2193	6
Timm13	1225	5164
Timm8b	527	2335
Timm8a1	1215	582
Timm10	666	1503
Meltf	4132	36
Slc39a1	2344	24276
Fkbp3	945	5181
Mmp20	3276	0
Hey2	2532	132
Heyl	4532	865
Fbxw4	1946	3648
Fbxl6	1714	3286
Apln	3149	541
Angptl3	1609	1645
Snai3	1587	235
Usp25	4413	11293
Usp21	2181	2314
Hnf4g	4180	54
Prss30	1469	27
Zfp354c	5367	298
Abt1	4456	2788
Cbx8	1393	525
Cngb3	4708	0
Aass	3701	3930
Ddx25	1675	0
Chrna4	4437	16
Axin2	4258	697
Col5a1	8402	26629
Ddb1	4198	135480
Galnt3	3684	3448
Galnt4	5113	4383
Galr3	1245	53
Gbx1	1452	0
Bloc1s1	550	2898
Krtap9-1	612	0
Rbp3	5298	8
Slit1	5238	169
Abce1	3832	21095
Rbbp9	2160	3382
Hunk	5009	566
Foxe3	1624	0
Fgd3	3110	4580
Ebi3	1171	36
Ercc4	6703	2258
a	692	1
Lats2	5554	7510
Spag6l	2466	0
Ero1a	4418	16052
Tmprss2	3161	8790
Igbp1b	1364	0
Elane	920	30
Cfhr1	1732	482
Isg15	756	236
H1f2	725	9155
H1f4	782	188
Sacs	16145	3324
Dkkl1	903	1
Icosl	2748	599
Fbxl17	16988	4046
Crim1	5995	19587
Atp8a2	3975	96
Mapk6	4363	18410
Nt5c	804	2551
Krtap5-1	758	3
Krtap5-4	1002	6
Rgs1	1330	1080
Hs6st1	3719	5663
Hs6st3	1784	0
Fbxl8	1901	1055
Sh3bgr	1321	127
Dmrt1	2251	0
Copb2	3043	21599
Klra1	1667	111
Ahcy	2541	15333
Mxd3	1298	535
Sntb1	2153	663
Bhmt	2071	12743
Crym	1261	347
Pknox1	4460	2931
Il27ra	2658	159
Cldn1	3241	858
Cldn2	3066	47113
Rab10	3513	22383
Reck	4433	432
Clasrp	2559	4122
Uba2	2524	12527
Zscan12	4418	1789
Comp	2426	104
Vezf1	4583	11129
Sfrp4	1758	196
Pdcd7	2455	2090
Aqp3	1763	89
Hnrnpdl	2855	25256
Map3k6	4333	2741
Gpc1	3608	14440
Gpc3	2268	396
Nes	6126	7662
C6	2841	359
Coil	2607	838
Auh	1345	2543
Hmgn5	1907	4133
Tmod4	1242	159
Nup50	4749	7755
Scly	2207	1976
Grb14	1964	1332
Neu3	3341	409
Iqgap1	7359	76036
Uchl3	930	2721
Stip1	2173	23781
Rpl13	778	84097
S100a11	504	49046
Clec4f	2400	1093
Lxn	1092	3672
Cdk2	2432	3058
Hsd17b10	911	7990
Batf	904	100
Smad3	5090	18828
Sult1d1	2394	2503
Ech1	1138	12878
Atp5b	1879	117112
Mybbp1a	4388	32707
Bok	1559	9815
Itgb3	5779	3272
Prkag1	1639	8612
Cntnap1	5360	222
Pgrmc1	1870	26986
Plrg1	1771	8097
Tpmt	2715	1366
Nptx2	2551	32
Txnl1	2558	20725
Vamp8	786	12060
Srpk1	2525	7113
Chst3	6112	90
Mtx2	1258	4671
Hnrnpu	7571	77488
Usp2	4386	1526
Atxn10	2552	25479
Avpr1a	2671	905
Irf3	2189	3717
Irf6	4124	2585
Ppp1r3c	2676	700
Cpsf2	5315	9151
Rab33b	3472	4722
Bysl	3854	2677
Pdlim1	1505	13187
Stk39	3247	1275
Gipc2	1264	6768
Acsm3	2859	848
Ccn5	1775	919
Eif3g	1068	9657
Krt85	2027	50
Krt35	1722	0
Sart1	5091	13924
Insm1	3022	1501
Ppp2r1a	2256	34925
Ccs	1057	5027
Map3k14	4173	1732
Timm23	1162	2704
Cd164	2830	27124
Rab25	1060	186
Oaz3	949	79
Cks1b	757	7315
Galk1	1506	6512
Sec61a1	3039	42015
Spint1	2274	2041
Tsnax	2363	11112
Ppm1d	2894	2094
Prg3	949	0
Slc40a1	3380	4401
Nudt5	1589	1861
Rwdd2b	2104	1055
Fanca	4541	1663
Tlr5	3199	310
Ptprcap	846	95
Hbb-b2	630	0
Hmgn2	1254	5612
Rps3a1	943	132147
Stag3	4228	144
Phgdh	1871	22050
Olig2	2437	0
Olig1	2171	12
Klrg1	1364	22
Il22	1087	0
Slc7a8	4034	963
Dbp	1678	764
Mc4r	2783	0
Oat	2155	12810
Prkx	4245	5297
Rpl5	2019	77899
Vpreb1	768	14
Vpreb2	429	0
Acadvl	2188	11554
Ccni	2804	33633
Gabre	2791	1040
Hpx	1480	158183
Lyz2	1057	46426
Nfil3	1992	4243
Ppp2cb	1836	16732
Ostf1	1714	10291
Tef	4458	9739
Pcdh12	5587	235
Tuba8	1469	638
Rab11a	2333	13097
Cntn6	3579	0
Ear7	468	0
Ear3	471	0
Ear14	462	0
Svs2	1570	0
Slc5a3	10913	3826
Clpp	1207	5166
Slc7a10	1950	4
Cyp3a41a	2064	0
Ddx20	2710	3721
Fabp1	512	58
Polm	2925	1802
Atf6b	2566	4433
Spag5	3852	2278
Septin1	1453	205
Pbx2	3072	4285
Zfp316	6893	3533
Enam	5490	0
Dnal4	1476	2160
Pbsn	782	0
Snx3	1377	9605
Clca1	2935	1132
Rragc	2606	9984
Akap8l	2072	5056
Copg1	4503	27002
Copg2	4199	6698
Icos	3255	108
Cd244a	3758	329
Rpl36	407	27297
Igtp	2023	609
Rp9	1141	5390
Igfbpl1	2729	1
Bet1l	1552	1951
Gpat4	3944	23495
Golga4	7532	22012
Eif3d	1910	19598
Sult1c1	1513	0
Ywhab	2775	35611
Sfn	1613	539
Cpq	2013	2134
Tcstv1	876	6
Nme6	1025	968
Apba3	2107	4084
Zfp326	2723	4383
Ctnnal1	3687	2330
Gp9	877	28
Chst2	6242	970
Wbp4	3452	5749
Ntsr1	3916	0
Gsdme	2135	1311
Gipc1	1616	7945
Skap2	1639	5883
Cldn6	1506	17337
Cldn8	2358	6
Pde3a	10794	1884
Sfrp5	1900	23
Calcrl	4736	1083
Tfip11	3549	8598
Npff	446	142
Foxo4	3162	3799
Zfp108	2631	174
Hils1	864	20
Abcc6	4958	1542
Eef1b2	1933	63294
Plxnc1	7312	837
Ubqln2	3327	5812
Eif3i	1109	12463
Syt10	1845	0
Syt11	4567	4088
Hs3st3b1	6004	1823
Plagl2	5407	4573
Ptf1a	1508	0
Abhd2	2903	20721
Pcnx	12139	6961
Nup210	7035	2409
Apom	764	1858
Smarcal1	6715	2743
Sertad1	1188	2992
Socs6	5921	10063
Sgsh	4324	835
Irx5	2403	1062
Fnbp4	4502	9678
Ap3m1	4424	4711
Asah2	4818	2902
Magix	2908	112
Rplp1	468	84871
Ift20	1136	3523
Gas8	1680	4647
Pebp1	1182	18228
Akr1e1	1713	2217
Rpl41	449	77896
Slc1a4	3926	4281
Ccn4	5048	1049
Cxcl13	1162	1192
Cpxm2	3506	993
Nop58	1976	13429
Grk5	3167	1228
Pgam2	906	1207
Ywhag	3592	41939
Tmem131	6548	13181
Srcin1	6965	22
Pnliprp1	1619	10
Paxip1	5849	6526
Nprl2	1458	1215
Pdzrn3	4106	1626
Irx4	2601	140
Pigb	2193	421
Cd86	2539	410
Exosc9	1617	2932
Mia	567	12
Fbp1	1479	3827
Egfl6	2700	26
Rnase2b	759	0
Pabpn1	1793	14907
Rnf5	1101	5556
Cetn2	1186	2665
Omg	2226	7
Pfn2	2020	1324
Ppp2ca	1930	26599
Prx	5260	970
Robo1	7568	1328
Selenbp2	1695	1092
Pdlim4	1185	776
Tnfsf14	1869	116
Arl6ip1	2135	13876
B3galt4	1577	394
Gnpnat1	2536	3905
Atf7ip	4527	7029
Rpp30	1156	2651
Prss16	2152	46
Cacng3	1526	12
Cacng4	3649	6
Tmem37	1017	1392
Mcm3ap	6454	6362
Sit1	1201	10
Rfk	2482	9430
Ncapg	3698	2395
Gabbr1	4486	6377
Irgm2	3514	1682
Stk19	1078	2027
Ndufa1	493	3102
Ramp2	872	729
Fmn2	6442	60
Hgfac	2172	6184
Il1f6	883	0
Dll4	3451	1694
Hpgds	3298	221
Apbb1ip	2540	808
Lrrc6	2084	10
Paf1	1953	7085
Nphs1	5661	0
Usp27x	3240	563
G6pd2	1635	6
Mmp10	1734	4664
Olfr155	1172	0
Olfr156	1099	0
Olfr157	1766	0
Olfr159	960	4
Slc13a1	2495	0
Panx1	2075	1368
Smad9	5380	230
Alyref2	1273	278
Olfr70	2352	0
Olfr71	939	0
Hebp2	1910	110
Ppie	1188	3292
Uso1	3898	14666
Rala	2662	10626
Btg4	1534	0
Cxcl11	1604	85
Ammecr1	5435	4440
Fxyd1	712	2382
Gdf2	2988	212
Tbx21	2552	2
Il17b	692	0
Trpc3	3694	196
Ramp3	1221	381
Astn2	4831	20
Nmu	817	10
Bace2	7660	2674
Grasp	2014	1904
Gas6	2593	7342
Sh3gl2	2806	12
Dnah10	14038	55
Psmg1	1044	1998
Pfpl	3918	0
Cts8	2493	0
Msgn1	567	0
Hao2	2042	10
Prodh2	1817	738
Rbm38	1774	2009
Plek	4117	2844
Tdp2	1977	3333
Abcb10	4306	3802
Ddx21	4743	17280
Cited4	1258	153
Htra1	2039	6099
Rhog	1264	2968
Cxcl14	1827	3417
Fscn3	1790	4
Tspan5	3168	2844
Wwox	2251	1159
Scamp4	1802	5752
Mpp5	5514	8725
Gde1	1529	6050
Cacna1f	6075	8
Il17rb	2061	235
Espn	3326	107
Plxnb3	6022	91
Plce1	9509	13918
Cbln1	2335	18
Tmem45a	2698	708
Napb	3693	529
Tspan7	1774	7842
Styx	4258	637
Ubc	2408	9705
Stmn1	1060	8850
Rpl21	1856	50907
Metap2	4989	32019
Clptm1	4131	13148
Ptpn9	4056	7990
Socs5	4397	8890
Tspan6	1763	400
Hsd17b12	1839	18830
Mycbp	1485	2043
Ykt6	2477	11491
Rrad	1539	1361
Pias1	3855	3334
Stam2	4124	6441
Diaph3	4592	3113
Actl6a	1969	8204
Ncs1	4035	5895
Dynll1	2021	18952
Srpk3	1980	253
Ruvbl1	1669	8312
Cib2	1405	189
Letm1	5172	5319
Cpxm1	2421	3172
Kcnd2	5309	92
Aldh18a1	3527	7335
Fads2	2907	8953
Clcnkb	2340	55
Tmem115	2177	3682
Cdh13	3913	14701
Smc1a	3970	18010
Rbx1	1655	6869
Stub1	1410	5012
Mettl3	2020	2189
Arl2	869	3182
Snx1	2079	7619
Defb4	458	0
Nme3	722	1694
Nme4	863	506
Asah1	2248	43899
B4galt6	5808	26019
Nupr1	626	6538
Foxo1	5552	6595
Slc2a5	3096	563
Tusc2	1661	1332
Rybp	4376	3283
Pdcd10	1923	7355
Pdcd5	642	4579
Zfp113	6470	2252
Gabarap	1122	19309
Naa80	1499	1158
Htra2	1724	2872
Cdh17	3462	37027
Tagln3	1163	38
Plp2	1157	17160
Fzr1	2254	6494
Dpt	1712	710
Serinc1	2878	40712
Amotl2	4191	13221
Ptges3	1954	12621
Arpc1a	1588	16217
Chp1	2594	25003
Tmed2	1975	11026
Dstn	1900	56096
1110004F10Rik	1400	10700
Rab9	1448	3665
Cpb2	1475	4539
Snd1	3482	29078
Ikbke	3203	2457
Pex14	1973	4152
Actr10	4021	7663
Tbk1	3030	6347
Bloc1s6	3494	3612
Tmeff2	3339	1093
Maged1	2921	24714
Cyp3a25	2003	5131
Tspan3	1729	11880
Dnaja2	2936	27572
Rhcg	2090	0
Acp6	1756	2886
Ggcx	3323	5061
Ube2g2	1982	9614
Anapc7	2750	7616
Vapb	6969	22013
Acpp	5957	262
Slc5a1	3933	16
Acss2	2833	2033
Aatf	1800	4111
Dusp14	1443	632
Cbln3	4723	301
Gltp	1611	6068
Adrm1	1429	9943
Arpc3	901	14049
Ivd	3625	10119
Gkap1	1520	3636
Dipk1b	1622	393
B4galt5	4204	8492
Noa1	2303	3065
Ctsf	1945	1444
Atr	8074	2649
Rpl36a	489	20970
Spib	2786	54
Rbm14	3168	3991
Slc35g3	1498	6
Dmrtb1	1977	0
Fkbpl	1713	634
Abcb9	3334	255
Copz2	929	1057
Suclg1	1392	7984
Dcpp1	617	0
Tdo2	1633	11844
Ube2d2a	2483	10318
Txn2	1282	8155
Mllt11	2514	2912
Art2b	4001	3
Tlx3	1532	0
Vmn2r26	2568	0
Lamtor3	1263	7377
Akap10	3879	2338
Crtap	1714	9077
Rps6ka4	3132	12394
Gpr132	2439	222
Arih1	6435	14260
Klk4	1249	0
Ranbp9	3064	9438
Pf4	588	869
Ptpn4	4706	758
Ovol1	2900	77
Cript	1171	3458
Pmfbp1	3398	4
Papolb	2337	17
Mnx1	1456	2
Mast1	4922	980
Clec4e	2519	662
Ube2l6	1387	1066
Chst5	1935	0
Sec11a	1113	8285
Cnpy2	1017	5623
Krt71	2174	0
Dnase2b	2299	124
Hspb3	781	11
Stat2	4476	3527
Dnajb8	989	0
Brinp1	3354	54
Plag1	4635	758
Son	9278	48075
Hacl1	2618	3050
Miox	1047	55
Selenok	1018	9506
Litaf	2237	17257
Tex101	1054	0
Habp4	2567	5029
Sh3bgrl	2836	14720
Prl2a1	870	0
Aldh9a1	2833	8284
Glmp	1537	13742
Mtor	8595	7544
Cyp51	4353	19500
Fgf21	947	10
Magea1	1272	0
Magea2	1685	0
Magea3	1107	0
Magea5	1563	0
Magea6	1201	0
Magea8	1646	0
Mos	1448	11
Rfc2	1518	5507
Taf10	757	3817
B3galt2	4578	24
B3galnt1	2267	404
Lpar2	5701	2489
Raet1d	1271	3
Ankrd2	1111	1164
H1f5	794	68
Calm4	915	0
Mocs1	2644	4064
Lat2	1672	712
Dhodh	2318	1617
Tacstd2	1764	26
Slc6a14	3432	6
Tmem9b	1685	3553
Ascl3	706	2
Scube2	3562	66
Scand1	760	3123
Hhip	9078	150
Arhgap31	7722	2226
Psg23	2179	0
Zfp109	2747	234
Pate4	1016	13
Dkk2	3705	11246
Trim44	5612	22813
Klk1b27	888	0
Pdxp	2001	205
Htr3b	2411	0
Tnfrsf10b	3179	3815
Trpm5	4383	13
Lgi1	4460	4
Ccl28	3739	96
Magea4	948	0
Ctsr	1335	0
Insm2	3101	2
Olfr749	1021	0
Olfr544	1181	4
Olfr690	1062	0
Olfr480	1028	0
Cldn9	1443	28
Lmbr1	4932	3408
Adam21	2920	29
Ank	3496	20780
Sap30bp	2086	4898
Bcam	2407	10267
Prss21	1077	0
Ltb4r2	1439	11
Znrd2	701	2648
Srf	4093	5413
Slco1b2	3307	1624
Zfp276	4877	3860
Tas2r105	903	0
Tas2r108	894	0
Tas2r119	1006	0
Cldn13	1070	0
Tob2	3994	6756
Retnla	541	160
Fzd2	3628	2478
Olfr1508	1865	0
Olfr1509	1010	0
Olfr140	909	0
Slc16a8	1791	47
Lenep	668	486
Vsig2	1170	322
Slurp1	522	60
Slc25a20	1746	3383
Cmpk2	3189	154
Mrps31	1536	3060
Smpdl3a	1791	2824
Scgb1b2	419	0
Sult5a1	1160	104
Sult3a1	1096	8
Gmnn	977	4053
Park7	903	13913
Xrcc2	3215	948
Marchf7	2719	10937
Psors1c2	844	30
As3mt	1736	2526
Ehd3	3658	471
B4galt3	1998	3750
Nelfcd	2279	4641
Angptl4	1903	9497
Atp5j2	428	11540
Terf2ip	3599	4091
Herpud2	2744	4034
Gabarapl1	1773	14312
Zc3h8	1567	757
Otor	1029	0
Egr4	2148	0
Msmb	521	0
Olfr17	948	0
Rps14	597	107937
Tbl1x	2302	10923
Wdr46	2164	4101
Jph1	4807	330
Jph3	3903	28
Parva	4450	21565
Cramp1l	7519	5215
Nrip3	3913	100
Srd5a3	1769	2738
Taf1b	2019	1648
Akip1	1034	1021
Smarce1	2918	9875
Mogs	2774	4722
P2ry4	4434	30
Fam3b	972	72
Pth	717	0
Zbtb22	2607	3552
Tk2	2400	2750
Cftr	6304	1973
Slc46a2	2060	0
Fabp7	762	212
Ckb	1478	1025
Cxcl10	1100	971
Kcna4	4844	24
Tmsb4x	670	82487
Wnt1	2371	2
Plcg1	4435	10930
Cyp2e1	1762	26359
Il4	843	4
Kras	4670	20828
Sptbn2	9876	2957
Tyms	3808	3228
Evc	4312	546
Dbil5	575	16
Grpel2	4046	4491
Tlr4	7891	3656
Rhox4b	886	0
Abhd1	1356	17
Zfp112	3507	317
Jmy	8780	6724
Piwil1	3944	0
Noc3l	3977	5530
Dnajb7	1186	81
Ntn4	2411	4039
Wdr4	3890	4071
Cd200r1	1891	376
Glp1r	1480	155
Snrpb2	1230	5031
Snrpa1	1250	4964
Skiv2l	3963	11287
Cdon	7214	1470
Kcne4	2508	382
Tesc	1036	400
Hacd3	2733	6166
Zfp318	13919	3967
Gsdma	2726	10
Tnfrsf13b	2839	343
Chml	6116	2510
Slc26a3	2910	70
Drg2	1788	4582
Fmod	3123	318
Pappa	11027	413
Klf13	6396	12051
Tslp	1333	2
Olfr1264	927	0
Chrna6	2906	4
Asic5	1657	2
Caln1	2936	24
Rhbg	1912	58
Klrc3	666	15
Tacr3	3764	8
Cnot9	3266	5417
Rsad2	3785	280
Vstm2b	1455	16
Ppp1r1a	1295	54
Ap4m1	1716	2504
Hyou1	4432	17970
Pdcd1lg2	3415	98
Zbtb32	1905	184
Slc43a3	2601	4852
Srrm3	3932	6
Cst10	789	0
Trem3	1048	29
Ush2a	15889	0
Pard6b	3399	4290
Fam184b	4123	20
Rnf8	2078	630
Stk4	5232	8220
Shank3	7379	2765
Nectin1	5683	1862
Fam181b	1842	84
Dexi	1389	1070
Hs1bp3	2958	2371
Rilpl1	2249	2961
Nudt11	2623	76
Nap1l5	1894	56
Stx6	2459	4158
Gpr180	2877	2103
Slc35b4	3697	4573
1700123O20Rik	1889	3078
Chst11	5519	2678
Cep295nl	1978	178
Ccl8	511	582
Cts6	1323	0
Trim54	1532	2726
Crbn	4053	7092
Pmaip1	2654	13431
Kcnmb4	1005	5
Pga5	1416	14
Cdc42ep5	870	4263
Ces1g	2289	30
Fzd1	4378	8239
Fzd3	12742	282
Isl1	2526	14
Mknk2	3448	27236
Prps1	1975	5294
Rnase4	1996	22777
Akr1a1	1414	42378
Adamdec1	2412	419
Tulp1	2085	16
Tdh	1881	0
Rps6kb2	2300	2645
Kcne1l	1446	0
F12	1971	5902
Smpd3	5125	16609
Ap3b2	3806	20
Arhgap23	5450	5799
Nectin3	4147	3335
Pole3	599	3167
Wrap73	1600	1136
Maea	2128	21780
Pias4	1668	2940
Trappc2l	610	2250
Sh3rf1	5181	14184
Myoz1	1294	106
