Geneid	Length	genome_mapping/Low_6556c3.rep6.RNAseq.mm10.sorted.bam
Cpt1a	4301	14743
Creb3	1559	3472
Hapln1	5055	2
Drd5	3015	0
Epb41l4a	3853	1411
Epb42	3920	4
Stom	2816	7589
Fgf9	4139	18
Foxc2	2724	4
Flt3l	1075	142
Fpr1	1323	19
Frg1	1088	3065
Fshr	2360	0
Gdf6	3532	6
Gfpt1	6248	13115
Gfpt2	2986	219
Gnb3	1846	2
P3h3	3167	389
Grcc10	557	5624
Emg1	1045	4241
Cdca3	1488	2068
Gstp1	744	10274
Gzmb	1512	2
H2-Ke6	964	906
Hebp1	1061	760
Hgd	1708	0
H3c7	903	17
H2ac18	556	0
H3c1	502	26
Hmmr	3914	2115
Hoxc4	1983	6
Hoxd10	1850	0
Hoxd9	2100	8
Hprt	1349	6884
Eif2ak1	2571	3707
Hspa1l	2415	333
Hspb1	903	6793
Ifrd1	1816	7890
Insl3	587	44
Itgb7	2674	100
Jak1	5299	14131
Kcna6	5839	2
Krt33b	1581	7
Cog1	3029	2129
Psmb9	806	441
Loxl3	4070	1270
Lrpap1	2924	4339
Lyz1	1265	40
Mc5r	3989	8
Mmp9	3175	881
Msx2	2162	2
Mt1	542	11421
Mt3	538	18
Muc1	2243	13821
Mx2	2424	152
Ninj1	1150	5185
Nodal	2095	2
Slc11a1	2304	249
Odc1	2547	25847
Olfr65	1106	0
Olfr64	1662	0
Olfr66	936	0
Olfr67	1242	0
Olfr68	948	0
Olfr69	1357	0
Oprd1	4021	149
Otog	10043	0
Pafah1b1	6176	12812
Pcsk1	5007	0
Pkd1	14170	6441
Pnp	2941	3651
Sypl	4689	8739
Ppp1cc	2577	535
Prm1	400	18
Prm3	407	0
Psmb10	1270	2343
Ptger1	2080	2038
Dusp1	1942	5350
Rps16	615	34753
S100a8	392	165
Sf3a2	1674	2896
Ccl4	660	45
Ccl5	531	22
Ccl7	799	199
Sema3c	4955	7353
Sema5b	4556	0
Srsf3	3041	15965
St8sia5	2103	0
Kdm5c	11015	9063
Sod2	3824	2783
Sp1	7818	8406
Sptb	10394	409
Supt5	3511	11572
Surf2	1149	670
Svs6	532	0
Tbp	1842	1330
Tcte1	3072	0
Thbs3	4084	2087
Tnp2	550	1
Trhr	3976	0
Ttr	1221	530
Ugt1a2	3206	2
Uncx	2093	4
Cd52	503	174
Krtap14	855	0
Nr2e3	1999	0
Itgb1bp2	1293	22
Krtap15	836	0
G3bp1	2685	21406
Trappc3	1256	3288
Rpl7a	864	28471
Podxl	5330	14199
Nrk	6602	423
Rps11	602	38028
Olfr154	1079	0
Mixl1	2289	0
Chaf1a	3308	2541
Atp1a4	3485	5
Eloa	4592	4151
Pla2g7	1915	703
Plek2	1551	8037
Dok3	1546	180
Smok2a	1787	0
Pdk4	3453	263
Zfp354b	2494	0
Nufip1	3974	1958
Clnk	1586	0
Phlda3	1467	5522
Nbn	2491	1696
Insl6	660	32
Defb3	322	0
Dnajb9	1865	3234
Rpl3	1361	74935
Rps26	448	23481
Slc25a10	4000	3912
Yme1l1	4571	8076
Tcl1b3	830	0
Tcl1b1	1026	0
Tcl1b2	1084	0
Akr1c12	1231	829
Akr1c13	1232	1041
Magel2	4662	0
Ptdss2	2172	1900
Mmel1	2937	1
Pign	6777	3950
Ip6k1	4412	5643
Peg12	2640	4
Sergef	1460	434
Abcc5	6196	10436
Mkln1	3968	5543
Naglu	2477	1911
Klra15	1076	0
Atp5l	513	980
Nagpa	2249	2290
Slco1a1	3967	0
Barx2	1791	68
Casr	7645	0
Cldn5	1416	44
Abcc2	5389	10
Cyp2g1	1853	0
Dnah8	14583	36
Cdk2ap1	1250	1228
Baz1a	6179	6011
Gtpbp1	3398	3029
H2-M3	1425	584
Hk2	5511	18919
Hsd3b6	1802	0
Jag1	5493	11080
Kl	5118	0
Ly75	6871	1031
Prpf4b	7617	8125
Pstpip2	2262	108
Rax	1669	0
Sfrp1	4372	296
Ro60	8720	4912
Uxt	833	221
Vps45	2626	2055
Zfp53	3079	975
Ror2	3985	182
Abcf3	3288	3004
Abcf1	3150	11504
Znhit2	1262	1381
Limd1	4853	6191
Bag3	2593	4774
Hspb7	2768	6
Mapk12	1890	1024
Rnf11	2132	5058
Cabp5	1745	0
Plcl2	4051	2354
Ulk2	5813	3543
Clic4	4064	25457
Hdgfl3	5868	29
Zfp292	9977	7098
Pcsk1n	2193	0
Timm13	1225	4546
Timm8b	527	1422
Timm8a1	1215	248
Timm10	666	672
Meltf	4132	88
Slc39a1	2344	12906
Fkbp3	945	3539
Mmp20	3276	0
Hey2	2532	2
Heyl	4532	72
Fbxw4	1946	1257
Fbxl6	1714	2307
Apln	3149	236
Angptl3	1609	5
Snai3	1587	24
Usp25	4413	5629
Usp21	2181	2507
Hnf4g	4180	28
Prss30	1469	8
Zfp354c	5367	36
Abt1	4456	1652
Cbx8	1393	470
Cngb3	4708	0
Aass	3701	2
Ddx25	1675	0
Chrna4	4437	8
Axin2	4258	154
Col5a1	8402	5255
Ddb1	4198	95234
Galnt3	3684	1451
Galnt4	5113	3867
Galr3	1245	138
Gbx1	1452	2
Bloc1s1	550	1090
Krtap9-1	612	0
Rbp3	5298	0
Slit1	5238	237
Abce1	3832	10304
Rbbp9	2160	1616
Hunk	5009	8
Foxe3	1624	0
Fgd3	3110	2853
Ebi3	1171	18
Ercc4	6703	1357
a	692	0
Lats2	5554	3119
Spag6l	2466	0
Ero1a	4418	15947
Tmprss2	3161	7518
Igbp1b	1364	0
Elane	920	0
Cfhr1	1732	0
Isg15	756	336
H1f2	725	11065
H1f4	782	114
Sacs	16145	2787
Dkkl1	903	10
Icosl	2748	294
Fbxl17	16988	1518
Crim1	5995	9461
Atp8a2	3975	28
Mapk6	4363	16262
Nt5c	804	2258
Krtap5-1	758	0
Krtap5-4	1002	0
Rgs1	1330	200
Hs6st1	3719	5421
Hs6st3	1784	0
Fbxl8	1901	508
Sh3bgr	1321	10
Dmrt1	2251	0
Copb2	3043	13816
Klra1	1667	0
Ahcy	2541	4081
Mxd3	1298	540
Sntb1	2153	14
Bhmt	2071	0
Crym	1261	136
Pknox1	4460	1425
Il27ra	2658	43
Cldn1	3241	20
Cldn2	3066	32251
Rab10	3513	16012
Reck	4433	145
Clasrp	2559	2602
Uba2	2524	7221
Zscan12	4418	958
Comp	2426	26
Vezf1	4583	6477
Sfrp4	1758	34
Pdcd7	2455	1151
Aqp3	1763	24
Hnrnpdl	2855	9620
Map3k6	4333	953
Gpc1	3608	7643
Gpc3	2268	120
Nes	6126	3666
C6	2841	93
Coil	2607	784
Auh	1345	1873
Hmgn5	1907	2568
Tmod4	1242	35
Nup50	4749	6191
Scly	2207	1205
Grb14	1964	89
Neu3	3341	126
Iqgap1	7359	58649
Uchl3	930	2105
Stip1	2173	16694
Rpl13	778	52529
S100a11	504	45666
Clec4f	2400	0
Lxn	1092	2524
Cdk2	2432	1496
Hsd17b10	911	4399
Batf	904	28
Smad3	5090	18317
Sult1d1	2394	8
Ech1	1138	4213
Atp5b	1879	52215
Mybbp1a	4388	20859
Bok	1559	17205
Itgb3	5779	5199
Prkag1	1639	5188
Cntnap1	5360	218
Pgrmc1	1870	10632
Plrg1	1771	5545
Tpmt	2715	489
Nptx2	2551	2
Txnl1	2558	11898
Vamp8	786	6521
Srpk1	2525	4756
Chst3	6112	10
Mtx2	1258	2333
Hnrnpu	7571	64984
Usp2	4386	45
Atxn10	2552	14322
Avpr1a	2671	54
Irf3	2189	1912
Irf6	4124	1047
Ppp1r3c	2676	134
Cpsf2	5315	7078
Rab33b	3472	2299
Bysl	3854	1580
Pdlim1	1505	8704
Stk39	3247	68
Gipc2	1264	6600
Acsm3	2859	147
Ccn5	1775	191
Eif3g	1068	7171
Krt85	2027	11
Krt35	1722	0
Sart1	5091	10394
Insm1	3022	119
Ppp2r1a	2256	15903
Ccs	1057	1973
Map3k14	4173	1615
Timm23	1162	2343
Cd164	2830	15696
Rab25	1060	16
Oaz3	949	7
Cks1b	757	7868
Galk1	1506	3695
Sec61a1	3039	28348
Spint1	2274	222
Tsnax	2363	5974
Ppm1d	2894	644
Prg3	949	0
Slc40a1	3380	1106
Nudt5	1589	962
Rwdd2b	2104	559
Fanca	4541	1174
Tlr5	3199	58
Ptprcap	846	19
Hbb-b2	630	0
Hmgn2	1254	8982
Rps3a1	943	83773
Stag3	4228	8
Phgdh	1871	9415
Olig2	2437	0
Olig1	2171	0
Klrg1	1364	14
Il22	1087	0
Slc7a8	4034	259
Dbp	1678	494
Mc4r	2783	0
Oat	2155	3563
Prkx	4245	2638
Rpl5	2019	36747
Vpreb1	768	8
Vpreb2	429	0
Acadvl	2188	3987
Ccni	2804	16117
Gabre	2791	380
Hpx	1480	54
Lyz2	1057	8035
Nfil3	1992	2191
Ppp2cb	1836	12189
Ostf1	1714	5637
Tef	4458	5952
Pcdh12	5587	34
Tuba8	1469	16
Rab11a	2333	7801
Cntn6	3579	0
Ear7	468	0
Ear3	471	0
Ear14	462	0
Svs2	1570	0
Slc5a3	10913	3477
Clpp	1207	2471
Slc7a10	1950	0
Cyp3a41a	2064	0
Ddx20	2710	2604
Fabp1	512	22
Polm	2925	1116
Atf6b	2566	2887
Spag5	3852	2179
Septin1	1453	67
Pbx2	3072	2258
Zfp316	6893	1777
Enam	5490	0
Dnal4	1476	2221
Pbsn	782	0
Snx3	1377	7534
Clca1	2935	223
Rragc	2606	4357
Akap8l	2072	2258
Copg1	4503	16201
Copg2	4199	3743
Icos	3255	6
Cd244a	3758	36
Rpl36	407	18371
Igtp	2023	1035
Rp9	1141	2236
Igfbpl1	2729	0
Bet1l	1552	856
Gpat4	3944	9205
Golga4	7532	11256
Eif3d	1910	13082
Sult1c1	1513	0
Ywhab	2775	17307
Sfn	1613	754
Cpq	2013	378
Tcstv1	876	0
Nme6	1025	639
Apba3	2107	2049
Zfp326	2723	2181
Ctnnal1	3687	2313
Gp9	877	4
Chst2	6242	205
Wbp4	3452	4263
Ntsr1	3916	0
Gsdme	2135	959
Gipc1	1616	6102
Skap2	1639	3757
Cldn6	1506	5741
Cldn8	2358	2
Pde3a	10794	36
Sfrp5	1900	2
Calcrl	4736	176
Tfip11	3549	3776
Npff	446	65
Foxo4	3162	1759
Zfp108	2631	59
Hils1	864	6
Abcc6	4958	10
Eef1b2	1933	45083
Plxnc1	7312	113
Ubqln2	3327	4071
Eif3i	1109	6938
Syt10	1845	0
Syt11	4567	2200
Hs3st3b1	6004	90
Plagl2	5407	1851
Ptf1a	1508	0
Abhd2	2903	14176
Pcnx	12139	4570
Nup210	7035	1527
Apom	764	8
Smarcal1	6715	2686
Sertad1	1188	1485
Socs6	5921	5469
Sgsh	4324	454
Irx5	2403	80
Fnbp4	4502	4503
Ap3m1	4424	2692
Asah2	4818	1458
Magix	2908	23
Rplp1	468	48144
Ift20	1136	2591
Gas8	1680	2657
Pebp1	1182	11867
Akr1e1	1713	867
Rpl41	449	43651
Slc1a4	3926	2295
Ccn4	5048	317
Cxcl13	1162	8
Cpxm2	3506	90
Nop58	1976	12584
Grk5	3167	1846
Pgam2	906	72
Ywhag	3592	28271
Tmem131	6548	9770
Srcin1	6965	0
Pnliprp1	1619	0
Paxip1	5849	2991
Nprl2	1458	809
Pdzrn3	4106	422
Irx4	2601	0
Pigb	2193	260
Cd86	2539	77
Exosc9	1617	2109
Mia	567	12
Fbp1	1479	4
Egfl6	2700	2
Rnase2b	759	0
Pabpn1	1793	14247
Rnf5	1101	3533
Cetn2	1186	1589
Omg	2226	0
Pfn2	2020	422
Ppp2ca	1930	11809
Prx	5260	584
Robo1	7568	68
Selenbp2	1695	96
Pdlim4	1185	521
Tnfsf14	1869	47
Arl6ip1	2135	7237
B3galt4	1577	165
Gnpnat1	2536	1926
Atf7ip	4527	3103
Rpp30	1156	1514
Prss16	2152	103
Cacng3	1526	0
Cacng4	3649	10
Tmem37	1017	198
Mcm3ap	6454	3006
Sit1	1201	6
Rfk	2482	7067
Ncapg	3698	1753
Gabbr1	4486	2452
Irgm2	3514	952
Stk19	1078	1300
Ndufa1	493	1438
Ramp2	872	54
Fmn2	6442	2
Hgfac	2172	4879
Il1f6	883	2
Dll4	3451	600
Hpgds	3298	177
Apbb1ip	2540	155
Lrrc6	2084	4
Paf1	1953	3083
Nphs1	5661	0
Usp27x	3240	352
G6pd2	1635	2
Mmp10	1734	74
Olfr155	1172	0
Olfr156	1099	0
Olfr157	1766	0
Olfr159	960	0
Slc13a1	2495	0
Panx1	2075	1307
Smad9	5380	0
Alyref2	1273	217
Olfr70	2352	2
Olfr71	939	0
Hebp2	1910	164
Ppie	1188	2683
Uso1	3898	5452
Rala	2662	8267
Btg4	1534	0
Cxcl11	1604	87
Ammecr1	5435	3040
Fxyd1	712	6
Gdf2	2988	0
Tbx21	2552	0
Il17b	692	0
Trpc3	3694	0
Ramp3	1221	540
Astn2	4831	2
Nmu	817	2
Bace2	7660	2807
Grasp	2014	3099
Gas6	2593	1941
Sh3gl2	2806	4
Dnah10	14038	4
Psmg1	1044	1517
Pfpl	3918	0
Cts8	2493	0
Msgn1	567	0
Hao2	2042	0
Prodh2	1817	0
Rbm38	1774	657
Plek	4117	685
Tdp2	1977	2686
Abcb10	4306	1804
Ddx21	4743	9453
Cited4	1258	28
Htra1	2039	1045
Rhog	1264	1801
Cxcl14	1827	778
Fscn3	1790	2
Tspan5	3168	1547
Wwox	2251	600
Scamp4	1802	3689
Mpp5	5514	4806
Gde1	1529	1688
Cacna1f	6075	0
Il17rb	2061	20
Espn	3326	34
Plxnb3	6022	8
Plce1	9509	6258
Cbln1	2335	33
Tmem45a	2698	370
Napb	3693	98
Tspan7	1774	3376
Styx	4258	691
Ubc	2408	3870
Stmn1	1060	17850
Rpl21	1856	41697
Metap2	4989	14127
Clptm1	4131	7900
Ptpn9	4056	4621
Socs5	4397	5529
Tspan6	1763	54
Hsd17b12	1839	8348
Mycbp	1485	1006
Ykt6	2477	7141
Rrad	1539	498
Pias1	3855	1465
Stam2	4124	2765
Diaph3	4592	3012
Actl6a	1969	6189
Ncs1	4035	3592
Dynll1	2021	12875
Srpk3	1980	4
Ruvbl1	1669	5510
Cib2	1405	74
Letm1	5172	2034
Cpxm1	2421	697
Kcnd2	5309	0
Aldh18a1	3527	6338
Fads2	2907	3399
Clcnkb	2340	0
Tmem115	2177	2693
Cdh13	3913	9515
Smc1a	3970	11862
Rbx1	1655	7449
Stub1	1410	4011
Mettl3	2020	2293
Arl2	869	1455
Snx1	2079	5892
Defb4	458	0
Nme3	722	1185
Nme4	863	404
Asah1	2248	18550
B4galt6	5808	32494
Nupr1	626	4156
Foxo1	5552	3382
Slc2a5	3096	255
Tusc2	1661	1086
Rybp	4376	1940
Pdcd10	1923	4896
Pdcd5	642	2923
Zfp113	6470	1019
Gabarap	1122	10504
Naa80	1499	453
Htra2	1724	2345
Cdh17	3462	19789
Tagln3	1163	18
Plp2	1157	9375
Fzr1	2254	3678
Dpt	1712	221
Serinc1	2878	14271
Amotl2	4191	5729
Ptges3	1954	7183
Arpc1a	1588	6493
Chp1	2594	8695
Tmed2	1975	4893
Dstn	1900	30807
1110004F10Rik	1400	5242
Rab9	1448	1513
Cpb2	1475	1
Snd1	3482	29000
Ikbke	3203	1409
Pex14	1973	2098
Actr10	4021	5182
Tbk1	3030	2421
Bloc1s6	3494	1839
Tmeff2	3339	158
Maged1	2921	15390
Cyp3a25	2003	0
Tspan3	1729	5983
Dnaja2	2936	11911
Rhcg	2090	0
Acp6	1756	2443
Ggcx	3323	2638
Ube2g2	1982	4074
Anapc7	2750	3469
Vapb	6969	10163
Acpp	5957	22
Slc5a1	3933	2
Acss2	2833	775
Aatf	1800	2365
Dusp14	1443	81
Cbln3	4723	141
Gltp	1611	4446
Adrm1	1429	4560
Arpc3	901	6952
Ivd	3625	4638
Gkap1	1520	2885
Dipk1b	1622	53
B4galt5	4204	2552
Noa1	2303	1963
Ctsf	1945	138
Atr	8074	2383
Rpl36a	489	12274
Spib	2786	4
Rbm14	3168	3449
Slc35g3	1498	2
Dmrtb1	1977	0
Fkbpl	1713	296
Abcb9	3334	104
Copz2	929	428
Suclg1	1392	4261
Dcpp1	617	0
Tdo2	1633	1
Ube2d2a	2483	6345
Txn2	1282	4953
Mllt11	2514	1658
Art2b	4001	4
Tlx3	1532	0
Vmn2r26	2568	0
Lamtor3	1263	4761
Akap10	3879	1439
Crtap	1714	3204
Rps6ka4	3132	10523
Gpr132	2439	93
Arih1	6435	8218
Klk4	1249	0
Ranbp9	3064	5481
Pf4	588	450
Ptpn4	4706	807
Ovol1	2900	38
Cript	1171	2097
Pmfbp1	3398	0
Papolb	2337	2
Mnx1	1456	2
Mast1	4922	483
Clec4e	2519	94
Ube2l6	1387	793
Chst5	1935	2
Sec11a	1113	5733
Cnpy2	1017	3676
Krt71	2174	0
Dnase2b	2299	2
Hspb3	781	0
Stat2	4476	1483
Dnajb8	989	0
Brinp1	3354	11
Plag1	4635	491
Son	9278	23718
Hacl1	2618	478
Miox	1047	1
Selenok	1018	6304
Litaf	2237	10114
Tex101	1054	0
Habp4	2567	1851
Sh3bgrl	2836	9114
Prl2a1	870	0
Aldh9a1	2833	6450
Glmp	1537	8951
Mtor	8595	4686
Cyp51	4353	5923
Fgf21	947	4
Magea1	1272	0
Magea2	1685	0
Magea3	1107	0
Magea5	1563	0
Magea6	1201	0
Magea8	1646	0
Mos	1448	4
Rfc2	1518	3293
Taf10	757	1796
B3galt2	4578	9
B3galnt1	2267	64
Lpar2	5701	1380
Raet1d	1271	9
Ankrd2	1111	0
H1f5	794	82
Calm4	915	0
Mocs1	2644	2066
Lat2	1672	128
Dhodh	2318	1169
Tacstd2	1764	0
Slc6a14	3432	0
Tmem9b	1685	1504
Ascl3	706	3
Scube2	3562	2
Scand1	760	917
Hhip	9078	0
Arhgap31	7722	426
Psg23	2179	0
Zfp109	2747	218
Pate4	1016	4
Dkk2	3705	671
Trim44	5612	5255
Klk1b27	888	0
Pdxp	2001	89
Htr3b	2411	2
Tnfrsf10b	3179	3316
Trpm5	4383	4
Lgi1	4460	2
Ccl28	3739	2
Magea4	948	0
Ctsr	1335	0
Insm2	3101	4
Olfr749	1021	0
Olfr544	1181	1
Olfr690	1062	0
Olfr480	1028	0
Cldn9	1443	4
Lmbr1	4932	374
Adam21	2920	13
Ank	3496	13292
Sap30bp	2086	2754
Bcam	2407	10140
Prss21	1077	0
Ltb4r2	1439	8
Znrd2	701	1891
Srf	4093	3352
Slco1b2	3307	0
Zfp276	4877	1705
Tas2r105	903	0
Tas2r108	894	0
Tas2r119	1006	0
Cldn13	1070	0
Tob2	3994	4727
Retnla	541	64
Fzd2	3628	1458
Olfr1508	1865	0
Olfr1509	1010	0
Olfr140	909	0
Slc16a8	1791	31
Lenep	668	145
Vsig2	1170	30
Slurp1	522	24
Slc25a20	1746	1674
Cmpk2	3189	344
Mrps31	1536	1682
Smpdl3a	1791	992
Scgb1b2	419	0
Sult5a1	1160	0
Sult3a1	1096	0
Gmnn	977	3294
Park7	903	12199
Xrcc2	3215	626
Marchf7	2719	3640
Psors1c2	844	1
As3mt	1736	1999
Ehd3	3658	124
B4galt3	1998	3651
Nelfcd	2279	2387
Angptl4	1903	5673
Atp5j2	428	6223
Terf2ip	3599	1941
Herpud2	2744	2281
Gabarapl1	1773	7849
Zc3h8	1567	448
Otor	1029	2
Egr4	2148	0
Msmb	521	0
Olfr17	948	0
Rps14	597	79810
Tbl1x	2302	5741
Wdr46	2164	2797
Jph1	4807	234
Jph3	3903	10
Parva	4450	11088
Cramp1l	7519	3097
Nrip3	3913	32
Srd5a3	1769	1196
Taf1b	2019	1423
Akip1	1034	555
Smarce1	2918	7592
Mogs	2774	4189
P2ry4	4434	0
Fam3b	972	32
Pth	717	0
Zbtb22	2607	3123
Tk2	2400	1553
Cftr	6304	3410
Slc46a2	2060	2
Fabp7	762	0
Ckb	1478	289
Cxcl10	1100	730
Kcna4	4844	4
Tmsb4x	670	62223
Wnt1	2371	2
Plcg1	4435	4785
Cyp2e1	1762	0
Il4	843	5
Kras	4670	10796
Sptbn2	9876	380
Tyms	3808	2299
Evc	4312	34
Dbil5	575	6
Grpel2	4046	2265
Tlr4	7891	4194
Rhox4b	886	0
Abhd1	1356	9
Zfp112	3507	173
Jmy	8780	3852
Piwil1	3944	0
Noc3l	3977	2937
Dnajb7	1186	66
Ntn4	2411	1465
Wdr4	3890	2332
Cd200r1	1891	98
Glp1r	1480	36
Snrpb2	1230	3361
Snrpa1	1250	4230
Skiv2l	3963	6281
Cdon	7214	799
Kcne4	2508	16
Tesc	1036	157
Hacd3	2733	2964
Zfp318	13919	2262
Gsdma	2726	0
Tnfrsf13b	2839	60
Chml	6116	1795
Slc26a3	2910	0
Drg2	1788	2626
Fmod	3123	82
Pappa	11027	12
Klf13	6396	7208
Tslp	1333	12
Olfr1264	927	0
Chrna6	2906	0
Asic5	1657	0
Caln1	2936	0
Rhbg	1912	10
Klrc3	666	7
Tacr3	3764	0
Cnot9	3266	4529
Rsad2	3785	478
Vstm2b	1455	0
Ppp1r1a	1295	0
Ap4m1	1716	1308
Hyou1	4432	14197
Pdcd1lg2	3415	73
Zbtb32	1905	37
Slc43a3	2601	213
Srrm3	3932	1
Cst10	789	0
Trem3	1048	10
Ush2a	15889	0
Pard6b	3399	1224
Fam184b	4123	3
Rnf8	2078	334
Stk4	5232	3803
Shank3	7379	467
Nectin1	5683	1746
Fam181b	1842	4
Dexi	1389	573
Hs1bp3	2958	1823
Rilpl1	2249	577
Nudt11	2623	0
Nap1l5	1894	4
Stx6	2459	2892
Gpr180	2877	954
Slc35b4	3697	3006
1700123O20Rik	1889	2243
Chst11	5519	1304
Cep295nl	1978	93
Ccl8	511	1190
Cts6	1323	0
Trim54	1532	0
Crbn	4053	3043
Pmaip1	2654	8541
Kcnmb4	1005	0
Pga5	1416	2
Cdc42ep5	870	2658
Ces1g	2289	0
Fzd1	4378	2286
Fzd3	12742	36
Isl1	2526	0
Mknk2	3448	11408
Prps1	1975	3006
Rnase4	1996	1923
Akr1a1	1414	37193
Adamdec1	2412	144
Tulp1	2085	6
Tdh	1881	2
Rps6kb2	2300	1123
Kcne1l	1446	0
F12	1971	0
Smpd3	5125	19357
Ap3b2	3806	13
Arhgap23	5450	2734
Nectin3	4147	1002
Pole3	599	4313
Wrap73	1600	850
Maea	2128	8321
Pias4	1668	1561
Trappc2l	610	1224
Sh3rf1	5181	8829
Myoz1	1294	4
Moxd1	3083	46
Rrs1	2048	3836
Nup160	5684	3815
Thap11	1848	1876
Rab2a	2057	16188
Edf1	724	7936
Med12	8447	5712
Huwe1	14624	25674
Nampt	4547	6764
Rcl1	1803	2994
Psmd14	1541	4689
Chst12	1786	1021
Ppp2r3c	2493	1689
Carm1	3218	3892
Pxmp4	1468	534
Smu1	3273	6888
Stk25	3254	11517
Cope	1063	7888
Wsb2	2404	7884
Cryba2	720	0
Kcnk5	3364	702
Naip7	4842	5
Stard3	2083	3743
C1galt1c1	1507	1119
Nsa2	2686	9515
Mettl9	1823	5291
Hgh1	1967	1295
Mrps30	1590	2380
Bhlhe22	3190	6
Tas2r140	939	0
Pcbp4	2038	2583
Chrnd	2965	0
Ncstn	2855	11000
Dctn5	1532	2095
Slc18a3	2414	0
Myg1	1479	2386
Wbp11	2722	6631
Chst7	2195	89
Ms4a4b	1258	2
Cldn15	1851	18
Donson	2323	1144
Sap30	1183	2295
Trappc4	1168	3011
Doc2g	1397	418
Pgap6	3463	599
Eed	2060	2476
Oca2	3133	0
Pmel	2130	20
Tmod1	2871	19
Tub	5941	0
Cenph	1251	981
Il21r	2607	100
Qtrt1	1321	1470
Syt9	3816	2
Fads3	3269	11794
Npvf	818	0
Cd274	3638	555
Tsga8	1072	0
Foxj2	5013	2124
Tlx1	2030	0
Mapk8ip2	3539	2
Fxyd6	1792	92
Fxyd7	678	2
Map3k11	3803	5001
Impg1	3587	0
Trpv4	3226	925
Niban1	3939	7005
Dusp10	2792	1569
Rbp7	594	12
Ube4b	5508	9193
Gmfb	4171	10087
Slc5a7	5180	4
Sav1	2523	8730
Nrgn	1293	12
Sv2a	3917	98
Hapln2	2055	4
Perp	1900	6826
Oxct2a	1805	2
Tcte2	1417	110
Tnr	5395	10
Eral1	2014	1231
Smoc2	2832	96
Slc28a3	4564	10
Clstn2	4351	0
Tnmd	1326	2
Sdf2l1	1108	2903
Ctsz	1440	11824
Ralb	2277	7766
Mllt1	3609	4427
Foxb1	2984	0
Zfp296	1530	98
Myh9	7435	172755
Slc13a2	2240	66
Trpv6	2928	29
Ptges	3647	6572
Stk32b	3440	0
Itm2c	2024	12521
Tmub1	1320	550
Abhd8	1985	670
Rnf187	1939	7070
Gpr88	3450	9
Ms4a8a	1082	173
Sp5	2097	0
Ddr2	8290	187
Ndst4	3489	0
Thop1	2585	2787
Ireb2	5808	5916
Fgf23	2702	2
Suv39h2	4282	223
Svep1	11275	528
Acot10	1537	22
Myl7	590	5
Rgs18	2023	16
Bhmt2	2090	0
Slc30a5	3179	4866
Scel	3053	2095
Izumo1r	1656	4
Pes1	2911	8085
Rpl23	1062	46414
Rcan3	5062	3988
Rtn4r	1938	8
Lpar3	2494	16
Zic5	2383	2
Nif3l1	2589	1705
Arl6ip6	2553	1400
Arl6ip5	1339	14583
Lrp10	3012	10380
Pmepa1	4531	24164
Vps35	3196	13472
Prrg2	1301	630
Slc15a3	2345	206
Ccl21c	867	0
Twsg1	4047	9492
Utp3	1629	3945
Pkmyt1	2039	1160
Eefsec	2679	1493
Ifi30	981	1720
Aspa	1537	1557
H2-Q8	1011	0
Rab8a	2012	6270
Sftpa1	2775	0
Sult1e1	1260	0
Ubd	937	140
Tor3a	3268	1721
Arpc1b	1551	45612
C1ra	2762	704
Cwc15	1152	4720
Cxcl16	1813	3747
Nat8f1	966	106
Fam89b	1212	4200
Grina	1693	10194
Nit2	1286	1350
Dmap1	1513	1402
Ctrl	888	15
Chia1	1524	0
Ppp1r7	3668	4509
Ndufa7	1201	3592
Dctpp1	634	1507
Pbk	1646	2454
Atp5md	363	4733
Slc30a7	9020	4665
Pgpep1	4882	2364
Slc5a4b	2132	0
Sppl2a	5612	7654
Cdc20	1784	6016
Fastk	1840	2696
Stoml2	1548	5545
Diablo	1939	1697
Nsmce3	1359	1584
Palmd	2394	15303
Ndufaf3	1438	319
Sbds	1547	4191
Krt20	1947	26058
Pycard	2135	168
Mrps34	914	1545
Zfp120	4096	639
Rhoj	2358	518
Jam3	1970	38
Tubb3	1739	872
Sdha	2859	20480
Ceacam11	1011	0
Mkrn2	2240	2054
Pus3	2350	714
Ndc80	2201	1648
Yipf5	2329	3534
Plekho1	1362	2316
Zkscan14	1981	360
Peli1	3485	1106
Bmyc	841	204
Mrpl46	1029	835
2210010C04Rik	2142	1
Snap29	3432	1843
Stard5	2425	594
Samsn1	1845	67
Aadac	1294	400
Rtp4	1573	765
Wfdc1	1169	2
Rprm	1460	2
Mdp1	1733	1311
Myl12b	939	14587
Npc2	3262	21394
Pgam1	1832	8127
Akirin1	2370	1757
Pwwp3a	3717	3135
Tox4	4458	5027
Tmem86b	1222	83
Npy	564	436
Ly6g6c	960	0
Ssna1	864	2650
Serhl	1367	808
Upk3a	1106	0
Fahd1	1407	1287
Sync	2038	20
Nat8f5	986	0
Xk	5043	546
Ing2	2813	898
Nkx2-4	1065	0
Krtap3-1	604	0
Mrps9	1419	3048
Pla2g12b	1066	2
Rab3b	3320	93
Agk	2225	999
Rsc1a1	2154	2
Ssty2	1216	0
Ino80b	1191	1967
Nol7	1811	8688
Slc44a4	2345	1342
Cse1l	3604	5098
Muc2	7143	36
Epha1	3273	53
Hacd2	3603	2182
Slc29a3	5240	1279
Arid5b	4494	1924
Sfpq	3705	22613
