Geneid	Length	genome_mapping/Low_6556c3.rep5.RNAseq.mm10.sorted.bam
Slc27a5	2330	769
Nrsn1	2137	0
Was	2094	881
Zmat3	7782	1833
Wnt10a	1961	198
Wnt2b	3573	170
Wnt3	3115	14
Wnt3a	2751	0
Wnt4	3823	505
Wnt6	2068	10
Gm4836	907	0
Atrx	10244	11394
Xpc	3632	3116
Ywhae	2078	45261
Yy1	5854	14879
Zfp101	2731	898
Zfp105	2004	131
Trim25	5563	8931
Zfand5	7385	12900
Zfp42	1801	0
Zfp60	4057	667
Zfp61	2347	333
Zfpm1	4001	17646
Zfy1	2785	0
Zfy2	2816	0
Zic2	2967	24
Zic3	4035	7
Zik1	4191	62
Slc30a1	5230	1424
Zp1	1925	0
Zp3r	2034	0
Dnajc2	2037	6740
Aanat	1455	3
Abcb7	5759	4007
Abcg1	5818	1481
Scgb1b27	495	0
Chrnb1	2149	3679
Chrnb2	5384	104
Chrne	1591	2
Chrng	1921	0
Adipoq	1232	14
Actc1	1459	855
Actg2	1315	494
Actl7a	1504	2
Adam2	2594	4
Adam4	2597	71
Adamts1	4883	2588
Adcy1	12314	148
Adh7	2079	659
Adm	1394	1969
Adora3	2372	28
Parp2	1819	2746
Adra2b	4043	12
Adsl	3712	7262
Avil	3033	16841
Crisp1	1416	76
Crisp3	1417	0
Angpt4	2338	202
Aicda	2397	5
Akap3	3153	2
Alb	2061	69100
Akr1b3	1402	0
Alox12b	2347	0
Alox15	2414	672
Alox8	3273	6
Alox5	2827	900
Amd1	3206	0
Ank3	10685	3369
Ankfy1	8034	10984
Anp32a	2092	14280
Anxa5	1723	86694
Aoc3	4396	1344
Aox1	4382	2058
Ap3b1	4020	9303
Ap3s2	5804	3483
Apex1	1307	7221
Cd5l	2037	84
Apoa1	988	14007
Apob	13909	21410
Apobec2	1218	106
Nr2f2	4870	1898
Aprt	866	14939
Aqp2	1416	66
Aqp5	1551	1421
Areg	1215	5030
Arg2	1417	458
Arhgap5	5196	9328
Rnd2	1394	463
Art1	1417	176
Arsb	3989	1653
Arsa	3491	4013
Neurod6	2153	0
Neurog2	2226	0
Neurog3	1540	1
Atox1	514	4249
Atp1b1	2590	16449
Atp4b	1327	1
Atp10a	5469	3200
Atrn	8738	5039
Akr1b7	1248	852
Avp	611	2
Cep131	3578	1466
B2m	858	36242
Bche	6209	744
Bckdk	2857	2875
Bcl10	1957	4382
Bcl2	7349	2926
Bcl2a1a	796	699
Bcl7b	1666	1989
Bdkrb2	1680	55
Bet1	1474	2106
Bex2	902	6
Glb1	2487	3426
Bmp10	1325	2
Bmp15	3116	4
Bmpr1a	5481	9022
Bmx	3005	66
Bnip3	1756	10998
Bnip3l	3237	13617
Bst1	2336	3081
Brca1	6648	2431
Brs3	2772	0
Chic1	7401	611
Klf5	1725	5734
Bub1b	3669	6528
Tspo	856	29916
Serping1	1820	10110
C1qb	1104	11889
C3	5139	62590
C3ar1	4299	2579
C4b	5393	13881
Cacna1e	12697	28
Cacna2d3	3695	2
Cacybp	2115	7899
Calb1	2867	0
S100g	480	212
Aspm	9866	4077
Camk4	12331	233
Capn2	3318	34796
Capns1	1543	36093
Car6	1369	128
Cat	2551	8436
Casp1	1513	656
Casp12	2605	626
Casp14	2331	0
Casp6	1475	4195
Casq1	1874	27
Ctnna1	3676	74057
Rb1cc1	7046	5618
Ccna2	3376	12054
Ccnd2	5771	5049
Ccng1	3487	5475
Ccnk	2632	4048
Noct	3069	1152
Cct3	1957	34583
Cct4	1966	21003
Cct6a	2171	28999
Cct8	2391	30923
Cd14	1661	19174
Cd24a	1816	37771
Cd2ap	5399	27321
Entpd2	1937	1243
Cd3g	1023	103
Cd7	1040	21
Cd8b1	1481	38
Cdc25c	1943	1440
Cdh1	4432	39578
Cdh11	5116	2649
Cdh5	3986	3686
Cdh9	3424	46
Cdk5r1	4162	210
Cdk5r2	2704	12
Cdk6	11522	12027
Cdk7	7597	3782
Cdkn1b	2405	8149
Cdkn2d	1270	1229
Cdx1	1750	4
Cebpg	4702	4849
Cel	2079	0
Celsr1	11050	4239
Cer1	1742	0
Cfh	4365	6610
Cga	691	0
Ch25h	1365	324
Chat	2810	0
Chil3	1539	10165
Cideb	1173	144
Clca3a1	3899	823
Clcn2	3645	4529
Cldn3	1263	905
Cldn4	1811	464
Tpp1	3553	7660
Cmas	1760	7361
Cxcr2	3043	1532
Cxcr3	1609	73
Ccr1	2831	6153
Ccr3	3273	269
Ccr2	3589	4672
Ccr4	2787	22
Ccr5	2926	2694
Camp	599	12
Cnn1	1987	104
Col10a1	3130	36
Col15a1	5319	10214
Col3a1	5564	270076
Col4a1	6632	56218
Col4a2	6450	31483
Col6a1	3976	28595
Colq	2835	36
Copa	4629	35292
Cox5b	569	8171
Cox6a2	659	699
Cox7a1	366	143
Cox7a2	754	4977
Cpt1b	2894	31
Cpt2	2350	2330
Igf2bp1	8381	344
Pcdha7	5334	0
Pcdha5	5376	2
Pcdha11	5254	0
Pcdha10	5242	2
Ptgdr2	2644	11
Cry2	4001	1664
Crygs	708	2
Csf2	1033	1486
Csf2ra	1849	3039
Csf3	1363	100
Csnk2a2	3766	3515
Cst3	796	19663
Cst7	986	59
Cst8	703	0
Cst9	686	2
Ctsd	1917	60494
Ctsl	3509	60733
Ctsw	1438	307
Cx3cr1	3753	1432
Cyct	658	0
Cyp11b2	1930	8
Cyp1a2	1892	476
Cyp21a1	1923	935
Cyp24a1	3311	40
Cyp2a4	1715	4
Cyp2b10	1878	60
Cyp2b9	1877	4
Cyp2c37	1824	187
Cyp2c38	2869	24
Cyp2c40	1801	0
Cyp2d10	1647	668
Cyp2d9	1651	1141
Cyp2j5	3651	164
Cyp2j6	3595	2102
Cyp27b1	2421	16
Cyp46a1	2183	62
Cyp4a10	2086	18
Cyp8b1	1950	32
Cd55	2534	1005
Dapk2	1769	120
Slc6a3	3456	0
Eci1	1091	2499
Dct	2263	0
Ddt	609	1147
Ddx3x	4571	43247
Defb2	304	0
Defa4	167	0
Des	3065	3892
Ackr1	1158	81
Dgat1	1934	3375
Dhfr	5290	3124
Dio2	6415	67
Dkk1	2236	0
Dlx1	2780	8
Dlx2	2473	4
Dlx3	2609	210
Dlx5	1410	8
Dlx6	1071	0
Dnah11	14072	5
Trdmt1	2637	611
Dok2	1717	2308
Dpm2	861	1832
Drd2	2762	0
Drp2	6983	86
Dsg1a	5627	0
Dspp	4440	2
Adam18	2361	0
Adam26a	2491	0
Adam24	2887	0
Usp17lc	1697	0
Dusp2	1618	189
Lefty1	1621	1573
Opn3	1769	255
Edar	3680	2
S1pr3	4484	1161
S1pr4	2393	54
Edn1	2139	287
Eef1a1	1789	711240
Efna5	5259	3760
Efnb1	3358	6894
Efs	3571	212
Klk1b22	855	0
Egfbp2	856	0
Klk1b9	870	0
Ehd1	3182	12361
Eif3a	5176	43660
Eif4ebp2	1786	4459
Emx1	1173	0
Emx2	2598	108
En1	2554	5807
En2	3562	7
Epas1	5352	4709
Epha2	3932	23870
Ephb3	4145	1745
Epm2a	1079	61
Epor	1829	136
Nr2f6	2218	9075
Erbb3	5999	4018
Erbb4	12036	32
Erf	3503	4916
Samd9l	5328	8885
Esr2	3362	2
Khdrbs3	1893	323
Ext1	3464	12171
Eya3	5199	3774
F2	2031	1857
F2r	3338	32065
F2rl2	2464	60
F3	1876	11820
F7	1855	1355
Faah	3924	1145
Fabp3	680	484
Fadd	2876	1184
Fah	1585	1827
Fbn2	10480	1212
Fbrs	4401	4891
Fcer1a	1026	80
Fcer1g	658	4365
Fcgr1	2589	1458
Fcnb	1062	1
Fem1a	6816	4422
Fem1b	6490	8314
Fes	2762	2758
Lgr5	4711	216
Fgf1	3909	2458
Fgf14	3442	7
Fgf4	3032	0
Fgf6	1232	0
Fgr	3342	1574
Fh1	1632	6113
Fhl3	1685	4066
Fhl4	2670	38
Il4i1	2047	10
Ccn2	2402	23145
Fjx1	2427	556
Fkbp4	2194	26680
Fkbp5	3884	21034
Foxf2	2366	4439
Foxs1	1311	158
Flt3	3656	171
Fos	2109	54567
Fosl1	1705	1238
Fpgs	2263	2904
Fth1	1511	174922
Ftl1	970	109394
Fut4	3664	925
Fut9	11990	12
Fv1	1380	436
Fzd9	2110	30
Xrcc6	2113	3732
Gabrg1	4771	0
Galr2	1940	43
Gast	461	0
Gata6	3194	6186
Gbp2b	2820	34
Gbp2	2455	2994
Rabac1	875	6073
Gbx2	2126	115
Gda	5417	14972
Gdap1	3937	0
Gdap2	2934	2411
Gpd1	2798	4845
Gdf11	5833	208
Gdi1	2657	6820
Gem	2257	2270
Gfra3	1997	2
Ggh	1326	3180
Gja1	3105	5726
Gja10	1518	0
Gjd2	2879	0
Gjb5	1704	2017
Gykl1	1915	0
Gk2	1894	8
Gclc	3631	19084
Gli1	3662	96
Glra4	1411	7
Gm2a	4256	8594
Gna11	3386	7664
Gna12	1880	3370
Gna15	1961	243
Gnai1	3193	602
Gnai3	3273	25336
Gnal	6064	192
Gnb2	1656	24221
Gnb5	2647	525
Gngt1	967	0
Gng3	1699	37
Gng5	535	8048
Gng8	920	26
Gnpat	2984	6827
Got1	2057	7467
Got2	2385	9416
Gp1ba	4660	182
Emb	2622	4411
Gpaa1	2036	4600
Ednra	3643	912
S1pr2	2815	1829
Gpr37	3205	0
Npbwr1	3692	0
Gpx5	1629	0
Gsr	2672	67119
Grb7	2397	3513
Grin2c	4895	3
Gsc	1174	4
Haspin	2811	882
Gsta4	958	14241
Gstm3	1202	82
Gstm5	911	1782
Gstt2	1370	262
Gsto1	1177	36573
Gtf2h4	1685	1861
Gypa	1827	56
Gzma	881	44
Gzmc	935	108
Gzmd	937	46
Gzme	923	298
Gzmf	909	22
Gzmg	910	18
H1f6	735	12
H2-Aa	1128	13018
H2-D1	1736	11529
H2-Ea	1043	1
H2-Eb1	1669	11491
H2-DMb1	1284	1605
H2-DMb2	1810	487
H2-Ob	2670	85
H2-Q10	1473	1367
H2-T10	2897	175
H2-T23	1317	6598
H2-T9	1639	0
Hal	2776	655
Hand2	2235	82
Hao1	2029	119
Hba-x	600	0
Hc	5421	1069
Hcn1	7911	4
Hcrt	584	0
Hdac3	2005	9898
Htt	13219	6904
Hbegf	2375	24362
Gml2	803	7
Hesx1	1137	4
Hexa	1996	6533
Hexb	1905	4702
Hey1	2205	379
Foxd3	2373	2
Foxf1	2425	58
Hira	4533	6757
H2ax	1359	3926
Hmox1	1576	9001
Nr4a1	2476	4389
Hoxa11	2288	0
Hoxa2	1775	28
Hoxa3	2543	51
Hoxa5	1877	80
Hoxa6	2254	31
Hoxa7	1951	36
Hoxb4	2566	247
Hoxb7	1269	152
Hoxb8	2645	78
Hoxc10	1913	90
Hoxc12	962	0
Hoxc13	2433	0
Hoxc6	1592	151
Hoxc8	2369	228
Hoxd1	1862	0
Hoxd3	2902	6
Hoxd4	2559	70
Hrc	2430	468
Hs3st1	1685	2829
Hsd17b1	1339	15
Hsd17b7	4574	2222
Hspa1b	2810	12169
Hspa1a	2798	3861
Hsp90aa1	2850	52574
Hspa9	3042	62479
Htr1b	4728	172
Htr5b	2004	1
Slc6a4	2747	60
Elavl1	6030	7053
Elavl3	5027	4
Hyal2	1849	3247
Iapp	695	0
Icam1	2577	5436
Icam2	1282	273
Id2	1272	12847
Ids	4972	3418
Ier2	1522	15482
Ier5	3270	13055
Ifit3	1998	1333
Ifna1	570	0
Ifna2	573	0
Ifna4	644	2
Ifna5	570	0
Ifna9	573	0
Ifnar1	7013	9522
Ifnb1	770	0
Ifngr1	2110	13845
Igf1r	11978	5807
Igf2r	8929	11222
Ccn1	2028	12534
Igfbp4	2094	85168
Igfbp5	5854	3746
Il10	1306	30
Il11ra2	2680	0
Il17a	1171	0
Il18rap	4889	7650
Il1a	1974	2591
Il3	849	2
Il5	1534	8
Il6st	5452	11951
Inhbc	1976	31
Irs1	9163	2390
Irs3	2337	11
Irs4	6248	0
Irx1	2062	123
Irx2	2623	148
Itga2b	3437	243
Itga4	9832	1603
Itgb1	4194	82067
Eif6	1495	14272
Itih2	3122	3657
Itln1	1139	11
Itpr1	9877	3453
Itpr2	11823	2412
Jag2	4054	3377
Ajuba	3503	6845
Jun	3187	31549
Jup	5009	17675
Kap	608	0
Kcna1	8970	10
Kcna7	3494	10
Kcnab3	2537	68
Kcnh3	3967	16
Kcnj5	4679	71
Kcnk3	3810	384
Kcnk7	1122	10
Khsrp	3999	13050
Kif11	4844	7676
Kif13a	6865	4441
Kif15	4823	2279
Klf1	1474	29
Klf12	5734	157
Klf4	3044	13675
Klf9	4480	11516
Klk1b11	863	0
Klk1b21	907	0
Klk1b24	874	0
Klk1b26	877	0
Klk1b1	867	0
Klra12	860	0
Klra9	1194	6
Klrd1	867	77
Kpna2	2038	6159
Hivep3	9021	222
Mafb	3389	4984
Krt31	1581	0
Krt10	2092	263
Krt12	1854	23
Krt17	1553	9
Krt18	1400	243513
Krt27	1564	4
Krt86	1960	8
Krt2	2613	0
Krt6b	2241	0
Krtap12-1	671	2
Krtap13	885	0
Krtap6-1	594	0
Krtap6-2	789	0
Krtap6-3	511	0
Krtap8-1	579	0
Krtap19-5	482	0
Lalba	733	12
Lama4	6046	4838
Lamc1	7622	28522
Laptm5	2416	9577
Lasp1	3541	51590
Lat	1268	133
Lats1	7215	6340
Lbx1	2524	6
Lbx2	819	6
Lcn3	719	0
Lcn4	774	0
Lcp2	3622	1831
Lect2	877	110
Lgals4	1439	271
Lgals6	980	2
Lhx4	1851	0
Lhx8	1977	36
Lipg	3787	250
Lmnb1	2843	17443
Psmb8	1223	2016
Lmx1b	5377	23
Phyh	1474	3017
Loxl1	3338	6720
Anxa1	1395	45206
Zbtb7a	5373	7594
Lrrn2	3346	172
Lst1	416	239
Lta	1383	13
Ltbr	2107	9093
Cd93	6638	4830
Ly6d	691	940
Ly86	997	1508
Lyst	11806	3590
M6pr	2515	15615
Mab21l1	2778	42
Mxd1	4661	7823
Mxd4	1179	2402
Mafg	1636	3108
Mafk	2825	3570
Mageb1	1143	0
Man1a2	7942	13296
Man2b1	4325	11450
Mapkapk5	2208	3900
Marco	1925	444
Matn1	2002	2
Matn3	3014	50
Matr3	4472	21114
Mbd4	3584	720
Mbl1	923	52
Cd46	1948	68
Mcpt4	990	1156
Cma1	1090	508
Tpsb2	1088	698
Mcpt9	2000	12
Melk	2914	3219
Meox1	2208	283
Mettl1	887	1129
Mgat3	4665	17209
Mif	581	18061
Minpp1	2619	5964
Bhlha15	3494	60
Afdn	7441	15276
Marcksl1	1601	11114
Mmp24	4306	193
Mmp3	1800	8070
Ndst2	3907	2487
Mnt	4586	3902
Mog	1707	28
Morc1	3050	14
Psmd7	1600	11771
Mpg	1745	1065
Mpo	2546	26
Mrvi1	6416	253
Cited2	1969	4453
Msh6	4263	5158
Sik1	4523	5617
Msn	3840	87532
Mstn	2705	0
Msx1	1931	89
Muc3	5974	44
Muc5ac	10749	3231
Mx1	2975	740
Mycs	2362	0
Myd88	1937	3040
Myh4	6037	422
Myo5a	11683	8375
Myoc	2080	2
Myod1	1854	0
Naip5	5292	756
Naip6	6705	142
Ncf2	3590	3528
Nck2	2775	7043
Ncl	8257	85177
Ncoa1	7329	2112
Ndn	1651	370
Ndp	1939	309
Ndufa2	602	4703
Ndufa4	497	10878
Ndufs4	1534	4794
Ndufs6	567	2878
Neb	22489	790
Nek2	3197	4530
Neu1	3850	5159
Neurod1	2496	0
Neurod2	3137	0
Neurog1	1697	0
Nf1	11847	4729
Nfatc2ip	3388	601
Nfe2l2	3818	14071
Nfe2l3	2549	975
Nefh	3992	16
Nfkbia	1579	17950
Nefl	3381	52
Nfs1	2053	3573
Nfyb	2552	2221
Klk1b4	841	0
Nhlh1	2487	4
Nid1	6046	22486
Nktr	7015	7900
Nkx3-1	3137	0
Mrpl40	1055	3281
Rrp1	2008	14331
Emc8	4908	3002
Notch2	10506	19292
Notch4	6604	1571
Ccn3	2383	1242
Nppc	1042	6
Npy6r	2586	0
Nsdhl	2218	2284
Nsmaf	3506	4874
Ntn3	4899	25
Nudc	1347	9663
Numbl	2733	1925
Gpr143	1651	4
Ogg1	1626	1393
Oit3	2716	225
Olfr23	978	0
Olfr242	917	0
Olfr32	1241	0
Olfr2	1250	0
Olfr263	954	0
Olfr48	906	0
Olfr49	1030	4
Olfr54	942	0
Olfr55	948	0
Olfr56	1215	0
Olfr58	1185	0
Omp	2089	440
Orc1	3012	589
Orm2	774	270
Hspa4l	3558	10274
Otp	2617	0
Ott	2023	0
Otx1	2825	0
Oxt	540	0
Rpsa	1861	132300
P4hb	2861	107785
Pabpc2	2586	0
Prdx1	1417	58540
Reg3b	759	166
Pax7	4275	5
Pax8	2569	31
Pax9	4334	1582
Pck1	2637	4648
Pcna	1260	13877
Pdcd11	6043	6964
Pde3b	5286	3518
Pde4d	7049	5134
Pdgfb	3122	6262
Padi1	3756	57
Padi3	3068	18
Padi4	2640	344
Per2	5837	2758
Pex11a	2291	563
Pfn1	870	59341
Prf1	2054	32
Abcb1b	4344	6028
Abcb1a	5177	9246
Phex	6265	20
Phf2	5260	4428
Phkg1	2944	42
Piga	3600	1476
Pigr	3849	1497
Pik3c2a	8042	9080
Pik3c2g	6273	1191
Pira11	2101	0
Lilra6	2578	292
Pira4	2128	0
Pira7	2161	0
Pitx1	2448	18
Prkca	8369	5122
Prkce	6254	729
Pkdrej	7058	20
Plaur	1508	17480
Prl2c3	852	1
Pa2g4	2432	19021
Plk1	2214	3571
Plod1	3252	7575
Ccl21a	868	0
Pltp	1806	1795
Bpifa1	1104	0
Pnliprp2	1568	54
Polb	1227	2367
Pold1	3424	4368
Pole	7129	3856
Pole2	1695	1502
Pon1	1513	275
Pou2af1	2566	117
Pou2f3	2522	2
Pou3f1	3010	20
Pou4f1	3796	11
Ppard	3218	6869
Ppef1	2483	19
Ppef2	2870	31
Ppib	960	9399
Lgals3bp	2201	26539
Ppp1r17	1757	0
Ppp5c	2069	5495
Prep	6473	7541
Prkdc	12674	1736
Mapk11	2442	2353
Eif2ak2	4326	3487
Prl4a1	865	0
Prl7a2	1277	2
Procr	1504	2690
Prodh	2283	3630
Pros1	3299	6155
Prh1	870	0
St14	4017	280
Prtn3	970	191
Psmb1	1036	12842
Psmb5	871	4863
Psmb7	969	8932
Psme1	977	9787
Psme3	2664	9306
Pstpip1	1851	1347
Ptcra	1283	2
Ptgfrn	5786	32708
Ptgs2	4460	10479
Ptp4a1	4129	754
Ptpn1	4213	9110
Ptpn13	8282	8524
Ptpn18	1573	592
Ptprf	7648	12049
Ptprn2	4688	40
Purb	8478	16313
Pxn	3808	14011
Pygm	2870	803
Rab19	1396	107
Rab20	1450	1174
Rab33a	1166	21
Rad51	2144	2735
Rad9a	2046	2416
Ranbp1	852	18230
Ranbp2	9476	14955
Rasgrp1	5114	658
Rbbp6	7770	7938
Rbm6	3989	5379
Rbp1	2627	5265
Reg3a	837	0
Reg3g	773	115
Rest	4266	2133
Rev3l	10665	2265
Rgs16	2335	846
Rhag	2316	46
Rhd	1514	19
Rnase1	970	8
Rln1	697	0
Xpr1	7651	5207
Uri1	3451	4155
Trim10	2245	38
Ros1	7401	29
Rpa2	1782	2067
Mrpl23	669	834
Rpl27	734	11929
Rpl6	1250	60244
Rpl7	933	107717
Rpl9	725	49293
Polr2j	586	2415
Sub1	3321	8352
Rps12	518	75605
Rps18	549	67689
Rps6ka2	5407	968
Rps7	961	56927
Rs1	5840	2
Ruvbl2	1675	6780
S100a1	615	8530
S100a4	499	14152
S100a5	432	0
S100a6	719	193535
Saa3	531	5861
Saa4	2100	85
Khdrbs1	4782	17429
Apcs	984	602
Nkx1-1	1323	0
Scn1b	1593	578
Scnn1a	3498	560
Scnn1g	2998	2
Scp2	2664	5813
Ccl1	505	6
Ccl11	1073	1209
Ccl12	536	592
Ccl17	514	907
Ccl2	806	2277
Ccl3	790	4245
Ccl9	3008	10334
Cxcl15	2127	28
Serpinf1	1494	7878
Sec22b	1815	5816
Sele	2912	104
Selp	3438	974
Sema3e	6861	3389
Sema7a	3298	3755
Serf1	589	1282
Frzb	2920	154
Srsf2	1903	27225
Sftpc	803	96
Shbg	1407	1
Shcbp1	2169	2208
St6galnac1	2392	2
St6galnac3	3885	54
St8sia1	8995	10
Sim1	7355	0
Sim2	3670	257
Six2	2108	8
Six3	3680	4
Six5	2853	671
Six6	4019	0
Slc10a2	4088	74
Slc34a1	3081	2
Slc20a2	3658	10793
Slc22a3	3499	6
Slc23a1	3009	152
Slc25a17	1667	6227
Slc2a1	2572	19883
Slc2a3	3959	1179
Slc34a2	4174	14
Slc4a1	4550	100
Slc7a5	3513	9562
Slfn1	1893	1706
Slfn2	1664	6724
Slfn3	1816	67
Slit3	4996	3657
C4a	5367	425
Slpi	876	987
Snai2	2031	265
Kdm5d	5471	170
Smpd1	2412	2563
Smr3a	663	0
Siglec1	6387	2427
Snai1	1618	971
Sncg	732	374
Snrpc	760	3314
Sod1	637	17724
Sod3	2045	6122
Sox10	2713	24
Sox12	4435	260
Sox13	3531	3342
Sox14	2065	0
Sox2	2466	334
Sox7	3266	344
Sox8	2999	6
Sox9	4146	7141
Serpinb9b	1959	1203
Serpinb6b	2138	6844
Serpinb9g	1923	2
Serpinb9e	1923	0
Serpina3k	1652	7249
Serpinb9d	2106	2
Spic	1265	19
Spink4	393	39
Spta1	8405	30
Spr	1226	5243
Sprr2a1	3547	0
Sprr2b	699	0
Sprr2d	681	2
Sprr2e	647	20
Sprr2f	609	0
Sprr2h	752	2
Sprr2i	617	0
Sprr2k	639	10
Sptlc2	6710	11889
Srms	2547	13
Snu13	1257	6771
Znrf4	1236	0
Star	4046	355
Stat3	4520	12547
Stc2	1793	698
Plk4	3547	4950
Aurkb	1965	2613
Bhlhe40	3113	26631
Strap	2644	18608
Strn	7994	4089
Stxbp3	2406	5286
Stxbp4	6008	842
Eif1	1261	32524
Supt4b	710	29
Surf4	2863	23399
Sycp1	3437	38
Sycp3	1122	17
Sdc1	3056	63264
Sdc3	4972	6405
Sdc4	2460	23174
Syngr3	1959	12
Tagln	1586	3917
Taldo1	1276	9945
Tap2	2490	1510
Tbx3	4837	774
Tbx4	3456	2
Tbx5	3941	41
Tbx6	1715	30
Tbxas1	1978	1300
Tcap	948	792
Tcea3	1247	322
Skp1	1454	16521
Tcf21	1241	20
Tcp10a	2466	0
Tcte3	1426	0
Tdgf1	1927	6
Sry	1188	0
Alyref	1132	5740
Tesk1	3620	2529
Tff3	458	70
Tgfb1	2175	12242
Tgfbr3	6090	1644
Tgtp1	2809	248
Thbs2	5922	14916
Thbs4	3202	2982
Theg	1249	0
Nr1d2	4640	6676
Tie1	3879	1637
Trim28	3242	22646
Timm44	1782	4366
Timp2	3622	37927
Timp3	4681	7544
Atp6v0a2	5345	5428
Fabp9	646	0
Tln1	8560	53193
Tbpl1	2875	1955
Clec3b	992	565
Tnfrsf17	812	12
Tnfrsf1a	2155	11798
Tnfrsf1b	4913	7770
Cd40	1784	277
Tnfsf11	2235	171
Tnfsf12	1694	280
Cd40lg	1250	18
Cd70	842	0
Top2a	5217	22307
Ppp1r13b	4333	2823
Tmem165	1896	6796
Nr2c1	3827	1386
Hsp90b1	2759	87056
Traf5	2110	342
Traip	2697	1447
Trap1a	1178	4
Plscr1	2141	12592
Trip6	1760	4217
Xntrpc	5115	0
Prss3	812	0
Try4	799	0
Tsn	3349	10388
Tuba1a	1591	21153
Tuba1b	1562	23278
Tubb5	2645	76125
Tulp3	3374	2537
Twist1	1630	671
Tnfrsf4	1155	225
Txn1	1051	44458
Tyrobp	572	4403
Zrsr1	4492	1433
Usp12	4274	4039
Uchl1	1147	240
Ucp2	1576	22628
Ufd1	1996	4445
Ugcg	3719	11050
Ugt8a	3794	12
Usf2	2419	4253
Scgb1a1	468	2
Utrn	12382	11381
Vmn1r51	2359	0
Vmn1r45	3249	0
Vars	4224	23476
Vbp1	1601	3951
Vcam1	3398	33750
Vdac2	1662	30453
Lin7b	716	1
Lin7c	4136	8166
Vim	1834	228944
Vipr1	4902	148
Vnn1	2416	3648
Vtn	1745	2934
Vwf	8834	1574
Wap	562	0
Tceal9	1018	6536
Baz1b	6433	14689
Wdr1	2989	27440
Wfs1	3564	1650
Wnt10b	2227	46
Wnt9b	4519	12
Wnt8b	3376	0
Xdh	4614	9953
Xirp1	5839	584
Xlr3c	1584	1
Xpa	955	926
Ercc5	4010	1759
Slc6a20b	3257	3
Ybx1	2191	90237
Ybx3	1862	38668
Siae	3398	1375
Map3k19	6651	6
Ywhah	1764	27042
Ywhaq	2110	21561
Zan	16481	107
Zfp106	9137	20726
Mkrn3	2561	18
Zpr1	2983	4839
Zfp35	3033	2409
Zfp36	1765	21509
Zfp39	3890	238
Zfp59	3796	490
Zfp9	3921	1273
Zfp97	2763	187
Zim1	3501	11
Ikzf2	9421	533
Ikzf3	4098	169
Zp3	1317	0
Coro1b	1853	18450
Coro1c	3436	13733
Adam23	6255	1056
Adam25	2632	0
Adamts5	8104	1746
Agr2	760	431
Aplnr	3564	1332
Akt3	6774	3567
Aloxe3	2538	24
Amfr	3678	16654
C1ql1	1501	6
Capn10	2877	1149
Xcr1	4453	60
Cdh20	4021	0
Klf6	4217	40467
Creg1	2306	6093
Ets2	3556	16028
Fxr2	2970	6350
Gadd45g	1080	7454
Gmcl1	2944	3372
Gpr34	1898	231
Grem1	1639	489
Grem2	3745	1259
Hcst	442	66
Insrr	5102	0
Aadat	1780	43
Katna1	1775	2540
Lamc3	8478	50
Lynx1	3952	1436
Mab21l2	2234	8
Mta2	3087	15331
Esyt1	3685	11354
Mmp17	4477	46
Nr0b2	1282	445
Nt5e	3580	17768
Oas1g	2069	237
Tenm1	8361	162
Osr1	2011	365
Pcbp1	1710	27830
Slc26a4	3103	6
Prkra	1626	2249
Klk7	1923	2
Dazap2	1822	25829
Psmc4	1436	7784
Psmd13	1563	7681
Twf2	1594	2519
Ik	1996	11720
Grk1	7429	2
Rnasel	4758	2808
Scn11a	5835	6
Ccl19	567	0
Sgcb	3733	2309
Sgcd	9126	441
Sgcg	3515	143
Slc35a1	2039	2724
Spry2	2087	3972
Spry4	4687	2684
Srp54a	4264	267
Tll2	6400	2
Tlr2	2855	1906
Tpra1	1829	3674
Trex2	1016	4
Usp18	1771	1003
Uts2	538	30
Vmn1r49	933	0
Vax2	1267	4
Best1	2082	73
Nelfa	2438	2209
Wif1	2242	38
Aldh1a7	2060	448
Angptl2	3444	6275
Avpr1b	4148	0
Ceacam9	1374	0
Clcn6	5181	1762
Decr2	2051	1707
Fto	3558	5751
Gnpda1	2300	1661
Lypla2	1593	4975
Map3k1	6978	6925
Map3k2	10791	15098
Map3k3	4686	5551
Mapk13	1388	378
Mapk3	1772	18946
Prl2c4	836	0
Nubp1	2128	2776
Creb3l1	2271	1990
Orc5	2075	1938
Plod3	3278	10048
Psg19	2547	11
Psma1	1255	10340
Psma4	1096	8551
Psma5	1217	11101
Psmb2	847	6410
Psmb3	731	6582
Mok	1693	164
Rpl27a	1112	42992
Sema4g	4303	6778
Slc27a2	2301	571
Vnn3	1811	113
Zfp260	3716	4109
Slc27a4	4054	3363
Slc7a11	9227	7014
Cops3	1566	4273
Dpysl4	2639	6
Adh4	1312	27
Chst4	2000	12
Cln8	6431	2260
Cops6	1094	6523
Acot1	1558	366
Ddx3y	4640	385
Sh2d1b1	2546	291
Eif2s3x	3587	3500
Exo1	5506	1470
Figla	759	2
Foxl2	2520	0
Ppp2r5e	6260	8421
Arhgef28	6259	3503
St6galnac5	2827	50
Slc9a3r1	1922	8135
Serinc3	3694	45301
Tinag	1717	60
Vat1	2732	15957
Zw10	2896	2497
Pla2g2e	851	4
Rps3	1879	82741
Rpl8	862	110625
Asns	1960	4533
Fkbp9	3011	13054
Srp9	1388	5245
Pde6g	919	9
